# Plate File Name: /Users/chazmanchilders/Desktop/20200420-zymo-negatives/Zymo_Negatives_2020-04-20.eds
# Description: 
# User Name: 
# Last Modified Date/Time: 2020-04-20 10:34:46 PM PDT
# Date Created: 2020-04-29 03:42:54 PM PDT
# Barcode: 
# Instrument Type: 7500 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 
# Instrument Serial Number: null
# Plate Run Start Date/Time: 2020-04-20 08:26:20 PM PDT
# Plate Run End Date/Time: 2020-04-20 10:20:29 PM PDT
# Run Duration: 114 minutes 8 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# PCR Stage / Cycle where Analysis is performed: Stage 3 Step 2
# Pre-read Stage/Step: Stage 1, Step 1
# Post-read Stage/Step: Stage 4, Step 1
# Passive Reference: null
# Quantification Cycle Method: CT
"Well","Well Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp Status","Amp Score","Curve Quality","Result Quality Issues","Cq","Cq Confidence","Cq Mean","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End"
"8","A8","false","PCD 4","nCoV","IPC","FAM","NFQ-MGB","Amp","2.305131321505985","","","35.8382526114099","0.9084473810232327","35.202435798031985","0.7391718274805431","false","18310.99923149687","true","3","26"
"13","B1","false","Neg NT","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"13","B1","false","Neg NT","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"14","B2","false","Neg DC","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"14","B2","false","Neg DC","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"15","B3","false","buffer only","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"15","B3","false","buffer only","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"16","B4","false","Neg NT","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7546345786098327","","","24.15975733067156","0.9782543554999636","24.396551999249432","0.3348782318007296","false","30000.0","true","3","17"
"17","B5","false","Neg DC","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7142326632719995","","","23.05575011407757","0.9830763113847706","22.619195019999268","0.4205307116047786","false","30000.0","true","3","15"
"18","B6","false","buffer only","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.646701875667726","","","36.796620096250024","0.9826305024500473","38.44016525622584","2.3243238556102876","false","30000.0","true","3","29"
"20","B8","false","PCD 4","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.965686469959742","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"20","B8","false","PCD 4","nCoV","IPC","FAM","NFQ-MGB","Amp","2.3160654237937837","","","35.37765792721615","0.9092414162071338","35.202435798031985","0.7391718274805431","false","18310.99923149687","true","3","26"
"25","C1","false","Neg MM","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"25","C1","false","Neg MM","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"26","C2","false","Neg DC","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"26","C2","false","Neg DC","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"27","C3","false","buffer only","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"27","C3","false","buffer only","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"28","C4","false","Neg MM","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.747191462864687","","","23.361448789164974","0.9843752193256956","23.066162285132553","0.41759817878835326","false","30000.0","true","3","17"
"29","C5","false","Neg DC","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.723600995869736","","","22.58506637135077","0.9842827657774497","22.619195019999268","0.4205307116047786","false","30000.0","true","3","16"
"30","C6","false","buffer only","Endo","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","30000.0","true","3","49"
"32","C8","false","PCD 4","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"32","C8","false","PCD 4","nCoV","IPC","FAM","NFQ-MGB","Amp","2.330776056741934","","","34.39139685546991","0.9188857167845123","35.202435798031985","0.7391718274805431","false","18310.99923149687","true","3","25"
"37","D1","false","Neg MM","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"37","D1","false","Neg MM","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","1.480571448161674","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"38","D2","false","buffer and PCD 4","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"38","D2","false","buffer and PCD 4","nCoV","UNKNOWN","FAM","NFQ-MGB","Amp","2.296224183411668","","","39.378776161287014","0.9290144403394278","39.47214719591137","0.12918814687388758","false","18310.99923149687","true","3","31"
"39","D3","false","Neg DG","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"39","D3","false","Neg DG","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"40","D4","false","Neg MM","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7453911934813915","","","22.77087578110013","0.9764396021574256","23.066162285132553","0.41759817878835326","false","30000.0","true","3","16"
"41","D5","false","buffer and PCD 4","Endo","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","30000.0","true","3","49"
"42","D6","false","Neg DG","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7567624576763476","","","23.993314800959162","0.98678635391978","23.945505076303693","0.06761316102003823","false","30000.0","true","3","17"
"44","D8","false","Negative Control","IEC","NTC","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"44","D8","false","Negative Control","nCoV","NTC","FAM","NFQ-MGB","No Amp","0.0","Warning","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"49","E1","false","Neg CC","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"49","E1","false","Neg CC","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"50","E2","false","buffer and PCD 4","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","Warning","","Undetermined","0.0","","","false","6000.0","true","3","49"
"50","E2","false","buffer and PCD 4","nCoV","UNKNOWN","FAM","NFQ-MGB","Amp","2.3113029272891117","","","39.41808071714883","0.8749167747120536","39.47214719591137","0.12918814687388758","false","18310.99923149687","true","3","32"
"51","E3","false","Neg DG","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"51","E3","false","Neg DG","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"52","E4","false","Neg CC","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.732412282824485","","","24.4989090118373","0.9811468247738039","24.921137884086903","0.44073784119788584","false","30000.0","true","3","17"
"53","E5","false","buffer and PCD 4","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.48373855693295","","","38.11384437610529","0.9560213636841995","38.11384437610529","","false","30000.0","true","3","29"
"54","E6","false","Neg DG","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7686435760374963","","","23.897695351648224","0.9820531601116768","23.945505076303693","0.06761316102003823","false","30000.0","true","3","16"
"56","E8","false","ICD","IEC","IPC","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"56","E8","false","ICD","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"61","F1","false","Neg CC","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"61","F1","false","Neg CC","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"62","F2","false","buffer and PCD 4","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"62","F2","false","buffer and PCD 4","nCoV","UNKNOWN","FAM","NFQ-MGB","Amp","2.2945763116240165","","","39.61958470929826","0.9169274914569752","39.47214719591137","0.12918814687388758","false","18310.99923149687","true","3","31"
"63","F3","false","Neg WC","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"63","F3","false","Neg WC","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"64","F4","false","Neg CC","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7396525258029727","","","24.608138948967124","0.9790575929624689","24.921137884086903","0.44073784119788584","false","30000.0","true","3","18"
"65","F5","false","buffer and PCD 4","Endo","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","30000.0","true","3","49"
"66","F6","false","Neg WC","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7470355991697217","","","23.969953631632194","0.982688469489664","23.87007464473975","0.14125021785906733","false","30000.0","true","3","17"
"68","F8","false","ICD","IEC","IPC","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"68","F8","false","ICD","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"73","G1","false","Neg CC","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"73","G1","false","Neg CC","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"74","G2","false","Water","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"74","G2","false","Water","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"75","G3","false","Neg WC","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"75","G3","false","Neg WC","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","1.1693682765544817","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"76","G4","false","Neg CC","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7360800022875744","","","25.1541709279169","0.9833584919158244","24.921137884086903","0.44073784119788584","false","30000.0","true","3","18"
"77","G5","false","Water","Endo","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","30000.0","true","3","49"
"78","G6","false","Neg WC","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7550137451308614","","","23.770195657847303","0.9868152310867049","23.87007464473975","0.14125021785906733","false","30000.0","true","3","17"
"80","G8","false","ICD","IEC","IPC","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"80","G8","false","ICD","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","1.011851236229803","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"85","H1","false","Neg CC","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"85","H1","false","Neg CC","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"86","H2","false","Water","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"86","H2","false","Water","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"87","H3","false","Empty","IEC","UNKNOWN","VIC","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","6000.0","true","3","49"
"87","H3","false","Empty","nCoV","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","18310.99923149687","true","3","49"
"88","H4","false","Neg CC","Endo","UNKNOWN","FAM","NFQ-MGB","Amp","2.7351645702172505","","","25.423332647626303","0.9802511560588222","24.921137884086903","0.44073784119788584","false","30000.0","true","3","18"
"89","H5","false","Water","Endo","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","30000.0","true","3","49"
"90","H6","false","Empty","Endo","UNKNOWN","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","30000.0","true","3","49"
"92","H8","false","Negative Control","Endo","NTC","FAM","NFQ-MGB","No Amp","0.0","","","Undetermined","0.0","","","false","30000.0","true","3","49"
