# Plate File Name: /Users/chazmanchilders/Desktop/20200420-zymo-negatives/Zymo_Negatives_2020-04-20.eds
# Description: 
# User Name: 
# Last Modified Date/Time: 2020-04-20 10:34:46 PM PDT
# Date Created: 2020-04-29 03:42:54 PM PDT
# Barcode: 
# Instrument Type: 7500 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 
# Instrument Serial Number: null
# Plate Run Start Date/Time: 2020-04-20 08:26:20 PM PDT
# Plate Run End Date/Time: 2020-04-20 10:20:29 PM PDT
# Run Duration: 114 minutes 8 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# PCR Stage / Cycle where Analysis is performed: Stage 3 Step 2
# Pre-read Stage/Step: Stage 1, Step 1
# Post-read Stage/Step: Stage 4, Step 1
# Passive Reference: null
# Quantification Cycle Method: CT
"Well","Well Position","Cycle Number","1","2","3","4","5"
"22","B10","12","0.0","237.98264","133.14798","202.16022","1719.2987"
"23","B11","12","0.0","998.4929","479.3313","399.33658","2140.2227"
"24","B12","12","0.0","0.0","0.0","68.926956","0.0"
"25","C1","12","114461.13","10478.318","740.28564","739.5687","4371.218"
"26","C2","12","103618.96","8324.518","313.9768","0.0","0.0"
"27","C3","12","106659.32","8262.286","577.7281","0.0","0.0"
"28","C4","12","74046.05","4154.545","0.0","0.0","0.0"
"29","C5","12","71061.72","3952.784","0.0","0.0","0.0"
"30","C6","12","91535.805","8755.839","3463.474","3205.0142","0.0"
"31","C7","12","0.0","450.60822","1383.2384","1490.7415","0.0"
"32","C8","12","112009.2","8529.959","495.60068","0.0","0.0"
"33","C9","12","0.0","0.0","62.659473","0.0","0.0"
"34","C10","12","0.0","0.0","0.0","49.874508","49.425064"
"35","C11","12","0.0","468.7946","323.9426","271.3914","268.80594"
"36","C12","12","1316.039","103.85928","0.0","48.36319","0.0"
"37","D1","12","108772.266","10931.554","1387.3617","0.0","0.0"
"38","D2","12","106300.42","8627.332","810.68475","0.0","0.0"
"39","D3","12","101816.41","7783.729","835.5659","0.0","0.0"
"40","D4","12","71017.484","4055.8252","0.0","0.0","28.487429"
"41","D5","12","73948.53","4206.5337","0.0","0.0","0.0"
"42","D6","12","68625.53","3546.2651","0.0","0.0","0.0"
"43","D7","12","0.0","0.0","5.823804","88.41635","0.0"
"44","D8","12","377387.62","41567.66","17451.264","13771.698","2414.071"
"45","D9","12","0.0","0.0","0.0","0.0","0.0"
"46","D10","12","0.0","419.67606","457.00046","305.54654","71.0613"
"47","D11","12","0.0","320.36914","9.82071","0.0","0.0"
"48","D12","12","0.0","1028.78","444.6196","625.6337","2350.9983"
"49","E1","12","106819.48","9267.641","741.5334","0.0","0.0"
"50","E2","12","107261.22","9262.398","900.59326","0.0","0.0"
"51","E3","12","101159.55","7993.544","861.5686","0.0","366.6962"
"52","E4","12","71291.11","4154.608","0.0","0.0","0.0"
"53","E5","12","76550.34","4205.7896","0.0","0.0","0.0"
"54","E6","12","73005.58","4047.3901","0.0","0.0","0.0"
"55","E7","12","0.0","0.0","0.0","0.0","0.0"
"56","E8","12","114353.54","8495.593","933.43823","0.0","0.0"
"57","E9","12","0.0","370.14783","766.3888","184.36867","0.0"
"58","E10","12","0.0","0.0","0.0","4.02044","0.0"
"59","E11","12","0.0","0.0","0.0","4.3704","0.0"
"60","E12","12","9687.566","1362.2905","882.52765","747.237","0.0"
"61","F1","12","107866.016","9826.799","873.3016","142.4696","0.0"
"62","F2","12","96817.9","8222.503","794.817","43.28506","0.0"
"63","F3","12","97261.125","7605.427","504.60873","0.0","0.0"
"64","F4","12","73353.766","3933.0393","0.0","0.0","0.0"
"65","F5","12","74325.75","4198.937","0.0","0.0","318.9377"
"66","F6","12","75003.32","4591.593","152.60278","0.0","0.0"
"67","F7","12","0.0","0.0","159.1728","214.19308","0.0"
"68","F8","12","104212.375","7717.596","631.58765","0.0","0.0"
"69","F9","12","0.0","0.0","161.96278","241.80785","0.0"
"70","F10","12","0.0","0.0","4.03228","0.0","0.0"
"71","F11","12","20215.27","5194.1533","3520.932","3830.6843","973.4581"
"72","F12","12","0.0","583.69904","356.40768","0.0","0.0"
"73","G1","12","99274.31","9185.369","679.86176","0.0","0.0"
"74","G2","12","102799.164","9427.489","1106.144","79.7212","1490.5283"
"75","G3","12","95153.305","7759.9897","874.9763","6.4527597","26.052721"
"76","G4","12","73509.43","4288.0293","0.0","0.0","0.0"
"77","G5","12","73587.93","4189.678","31.93613","0.0","0.0"
"78","G6","12","73922.43","3972.0935","0.0","0.0","0.0"
"79","G7","12","0.0","453.2422","370.5184","219.73312","0.0"
"80","G8","12","114018.375","9238.868","1504.1763","398.4225","53.22181"
"81","G9","12","0.0","0.0","0.0","0.0","0.0"
"82","G10","12","0.0","0.0","0.0","0.0","0.0"
"83","G11","12","0.0","0.0","0.0","0.0","0.0"
"84","G12","12","0.0","447.62872","199.58539","89.79005","522.5613"
"85","H1","12","94794.44","7870.154","0.0","0.0","0.0"
"86","H2","12","83707.9","7722.7793","921.1214","162.57645","0.0"
"87","H3","12","3673.059","899.4089","641.5161","608.1459","0.0"
"88","H4","12","76910.664","5124.775","246.01872","56.430683","384.04453"
"89","H5","12","75262.98","5044.946","498.6564","266.12555","0.0"
"90","H6","12","75463.85","5097.31","617.3172","812.8282","2201.8025"
"91","H7","12","8850.101","4198.6113","4985.5005","1478.0219","0.0"
"92","H8","12","69263.39","4123.887","0.0","0.0","511.96005"
"93","H9","12","1203.717","221.363","359.81158","255.74867","0.0"
"94","H10","12","348.08545","43.3224","369.19543","378.91125","0.0"
"95","H11","12","0.0","640.5188","242.93297","491.7451","1120.8013"
"96","H12","12","0.0","0.0","0.0","0.0","0.0"
"1","A1","13","109291.49","11317.317","1282.0267","479.3589","0.0"
"2","A2","13","97940.625","9398.566","1003.9463","0.0","0.0"
"3","A3","13","106665.71","9241.218","876.8285","0.0","0.0"
"4","A4","13","71534.84","4667.211","0.0","0.0","0.0"
"5","A5","13","72550.88","4606.922","0.0","0.0","285.6499"
"6","A6","13","70304.266","3766.2388","0.0","0.0","0.0"
"7","A7","13","0.0","0.0","0.0","0.0","0.0"
"8","A8","13","103601.69","8461.86","645.4975","0.0","0.0"
"9","A9","13","0.0","797.2439","476.31927","228.42027","2234.7805"
"10","A10","13","0.0","254.46252","269.53604","177.77359","471.71405"
"11","A11","13","381.17703","209.85368","126.401436","0.0","0.0"
"12","A12","13","3764.5737","485.9232","433.85263","322.4397","0.0"
"13","B1","13","106286.52","9317.621","843.2425","282.49612","0.0"
"14","B2","13","104838.11","10137.557","1381.0764","299.43372","704.4073"
"15","B3","13","104286.305","8667.598","773.5469","0.0","0.0"
"16","B4","13","76295.97","4789.379","0.0","0.0","0.0"
"17","B5","13","68836.266","3928.6326","0.0","0.0","0.0"
"18","B6","13","74243.58","4840.2275","429.56076","356.9017","2405.3105"
"19","B7","13","0.0","0.0","0.0","0.0","0.0"
"20","B8","13","110434.805","8130.608","678.8894","0.0","0.0"
"21","B9","13","730.2669","310.18326","158.64027","0.0","0.0"
"22","B10","13","0.0","46.458763","275.80655","0.0","910.5497"
"23","B11","13","0.0","1008.9923","749.4061","261.1047","2443.3354"
"24","B12","13","0.0","0.0","0.0","42.938103","0.0"
"25","C1","13","114787.375","10550.049","829.38196","550.3143","3838.6016"
"26","C2","13","103425.17","8166.4346","322.1472","0.0","0.0"
"27","C3","13","107231.23","8169.0728","371.25482","0.0","0.0"
"28","C4","13","74008.26","4110.69","0.0","0.0","0.0"
"29","C5","13","71659.625","3872.4316","0.0","0.0","0.0"
"30","C6","13","90836.164","8349.842","3073.043","3007.9531","0.0"
"31","C7","13","0.0","538.80554","1337.776","1775.9196","0.0"
"32","C8","13","111986.01","8444.668","647.1552","0.0","0.0"
"33","C9","13","0.0","0.0","61.72426","35.794083","0.0"
"34","C10","13","0.0","0.0","0.0","0.0","0.0"
"35","C11","13","0.0","342.32907","395.4483","400.6254","303.07602"
"36","C12","13","1618.038","114.98706","0.0","0.0","0.0"
"37","D1","13","107722.03","10645.622","1315.2773","0.0","0.0"
"38","D2","13","106322.63","8881.597","831.2663","0.0","0.0"
"39","D3","13","101468.24","7802.6113","759.79675","0.0","0.0"
"40","D4","13","71455.78","3951.622","0.0","0.0","141.38205"
"41","D5","13","74345.57","4211.88","0.0","0.0","0.0"
"42","D6","13","68980.234","3669.783","0.0","0.0","0.0"
"43","D7","13","0.0","0.0","89.852974","114.032295","0.0"
"44","D8","13","376901.47","41570.14","17277.906","13549.963","2088.5115"
"45","D9","13","0.0","0.0","0.0","26.217407","0.0"
"46","D10","13","0.0","462.30682","493.871","350.4237","0.0"
"47","D11","13","0.0","112.62123","0.0","0.0","0.0"
"48","D12","13","0.0","1068.0771","516.77277","656.19904","2197.9634"
"49","E1","13","106426.91","9239.88","749.0345","0.0","0.0"
"50","E2","13","106540.28","8213.684","1240.2802","13.390961","0.0"
"51","E3","13","101051.805","8053.948","858.38934","0.0","149.7162"
"52","E4","13","71176.445","4146.4854","0.0","0.0","0.0"
"53","E5","13","76719.68","4189.717","0.0","0.0","0.0"
"54","E6","13","72832.06","3744.7737","0.0","0.0","0.0"
"55","E7","13","0.0","0.0","0.0","0.0","0.0"
"56","E8","13","114534.94","8607.535","1013.42126","161.47585","0.0"
"57","E9","13","0.0","461.50748","593.23804","427.61948","0.0"
"58","E10","13","0.0","0.0","0.0","136.69496","0.0"
"59","E11","13","0.0","0.0","86.82258","0.0","0.0"
"60","E12","13","9877.28","1373.1239","802.4578","734.3684","0.0"
"61","F1","13","108762.0","9911.829","938.19086","9.5893","0.0"
"62","F2","13","96783.12","8325.301","864.3161","2.54618","0.0"
"63","F3","13","96554.195","7396.18","598.4409","0.0","0.0"
"64","F4","13","72957.125","3870.0388","0.0","0.0","0.0"
"65","F5","13","74675.84","3891.9202","0.0","0.0","253.41576"
"66","F6","13","75000.2","4585.5537","180.26762","0.0","0.0"
"67","F7","13","0.0","61.9507","153.65236","201.26764","0.0"
"68","F8","13","104098.26","7610.7144","642.11414","0.0","0.0"
"69","F9","13","0.0","0.0","125.747505","8.955846","0.0"
"70","F10","13","0.0","0.0","0.0","0.0","0.0"
"71","F11","13","20662.281","5156.794","3642.9973","3731.049","849.3103"
"72","F12","13","0.0","659.4222","327.7312","0.0","0.0"
"73","G1","13","99830.97","9634.137","723.9907","0.0","0.0"
"74","G2","13","103332.85","9578.925","1125.4232","69.90936","1402.1177"
"75","G3","13","95313.76","7844.4556","716.65735","0.0","0.0"
"76","G4","13","73676.734","4394.111","0.0","0.0","0.0"
"77","G5","13","73655.86","4169.259","0.0","0.0","0.0"
"78","G6","13","73785.734","4069.5796","0.0","0.0","0.0"
"79","G7","13","0.0","447.81412","483.52652","241.05743","0.0"
"80","G8","13","113936.445","9315.619","1437.8442","607.9124","0.0"
"81","G9","13","0.0","0.0","0.0","0.0","0.0"
"82","G10","13","0.0","0.0","0.0","0.0","0.0"
"83","G11","13","0.0","0.0","51.84564","0.0","0.0"
"84","G12","13","0.0","348.8016","79.564445","76.38855","575.4789"
"85","H1","13","94652.484","7545.0356","0.0","0.0","0.0"
"86","H2","13","83549.734","7865.4844","818.37634","83.09463","0.0"
"87","H3","13","3720.1646","682.5977","624.4545","490.84433","0.0"
"88","H4","13","76807.33","5310.5063","221.31804","29.70036","237.9299"
"89","H5","13","75461.09","4924.125","523.45636","201.15176","0.0"
"90","H6","13","75466.27","5125.28","544.59216","1114.252","1992.5508"
"91","H7","13","9065.534","4244.0063","5027.9077","1859.3619","0.0"
"92","H8","13","69283.945","4177.782","5.53824","0.0","240.4937"
"93","H9","13","1393.164","157.68324","325.92352","102.4985","0.0"
"94","H10","13","844.496","318.901","518.7429","263.03625","0.0"
"95","H11","13","0.0","732.78564","244.19168","363.46375","1017.3235"
"96","H12","13","0.0","0.0","84.91284","367.04053","0.0"
"1","A1","14","109210.83","11533.26","1442.4406","593.93097","0.0"
"2","A2","14","98279.19","9374.442","1090.6462","0.0","0.0"
"3","A3","14","106425.88","9093.035","774.32996","0.0","0.0"
"4","A4","14","72079.414","4459.7603","0.0","0.0","0.0"
"5","A5","14","73087.41","4687.3887","0.0","0.0","287.29156"
"6","A6","14","70731.36","3881.9502","0.0","0.0","0.0"
"7","A7","14","0.0","0.0","34.942074","0.0","0.0"
"8","A8","14","103232.66","8688.869","671.28613","0.0","0.0"
"9","A9","14","0.0","798.0929","403.30063","395.92847","2317.1145"
"10","A10","14","0.0","415.68686","399.98764","23.8943","681.9962"
"11","A11","14","613.9089","374.27512","21.937439","0.0","0.0"
"12","A12","14","3478.825","348.08252","401.37863","382.24704","0.0"
"13","B1","14","106478.71","9170.934","750.4585","536.05365","0.0"
"14","B2","14","105389.96","10330.739","1302.4697","443.56415","661.28033"
"15","B3","14","104607.03","8821.98","920.98035","0.0","0.0"
"16","B4","14","76638.01","4737.656","40.353016","0.0","0.0"
"17","B5","14","69052.125","3990.0173","0.0","0.0","0.0"
"18","B6","14","74685.195","4958.1997","473.2153","344.7148","2641.9128"
"19","B7","14","0.0","0.0","0.0","0.0","0.0"
"20","B8","14","110400.695","8039.2817","592.4691","0.0","0.0"
"21","B9","14","983.84424","79.01687","184.36572","0.0","0.0"
"22","B10","14","0.0","0.0","120.78424","0.0","607.9757"
"23","B11","14","0.0","956.49536","678.27954","531.42487","2558.0269"
"24","B12","14","0.0","54.86788","0.0","45.198","0.0"
"25","C1","14","114938.41","10638.993","615.8128","991.90796","4180.229"
"26","C2","14","103197.84","8304.158","269.6232","0.0","0.0"
"27","C3","14","106894.695","8414.006","307.7246","0.0","0.0"
"28","C4","14","73939.47","4184.7563","0.0","0.0","0.0"
"29","C5","14","71460.32","4066.9207","0.0","0.0","0.0"
"30","C6","14","91190.75","8755.023","3404.525","3404.6343","0.0"
"31","C7","14","0.0","445.79745","1254.4281","1642.0604","0.0"
"32","C8","14","112085.41","8375.11","502.56873","0.0","0.0"
"33","C9","14","0.0","23.393864","63.59469","0.0","0.0"
"34","C10","14","0.0","0.0","0.0","137.6167","0.0"
"35","C11","14","0.0","448.0804","433.368","303.6999","159.57007"
"36","C12","14","1496.978","66.766685","0.0","0.0","0.0"
"37","D1","14","108438.1","10977.526","1422.8815","0.0","0.0"
"38","D2","14","106273.53","8825.094","833.55316","0.0","0.0"
"39","D3","14","101815.4","7863.454","806.10016","0.0","0.0"
"40","D4","14","71456.734","3856.5242","0.0","31.3431","17.93653"
"41","D5","14","74379.484","4233.2646","55.16211","0.0","0.0"
"42","D6","14","69227.86","3654.3433","0.0","0.0","0.0"
"43","D7","14","0.0","0.0","73.21354","108.248055","0.0"
"44","D8","14","376317.6","41228.98","17445.135","13620.437","2481.223"
"45","D9","14","0.0","0.0","0.0","0.0","0.0"
"46","D10","14","0.0","467.04355","416.24884","349.46887","166.75719"
"47","D11","14","0.0","369.57257","0.0","0.0","0.0"
"48","D12","14","0.0","951.19324","469.97073","675.30237","2228.5703"
"49","E1","14","106547.34","9217.902","697.59863","0.0","0.0"
"50","E2","14","106723.88","8229.914","1095.2181","154.60472","0.0"
"51","E3","14","101298.22","8129.1895","831.8959","0.0","164.9048"
"52","E4","14","71086.95","3976.9302","0.0","0.0","0.0"
"53","E5","14","76578.695","4140.6045","0.0","57.086666","0.0"
"54","E6","14","72820.79","3865.6536","0.0","0.0","0.0"
"55","E7","14","0.0","0.0","0.0","0.0","0.0"
"56","E8","14","114959.25","8566.203","1035.2349","97.78259","0.0"
"57","E9","14","0.0","550.9834","593.23804","332.05667","0.0"
"58","E10","14","0.0","0.0","0.0","34.17374","0.0"
"59","E11","14","0.0","0.0","89.0488","0.0","0.0"
"60","E12","14","9930.55","1422.7766","859.6506","783.2691","9.448241"
"61","F1","14","108682.29","10083.3545","1017.9506","223.2937","125.06949"
"62","F2","14","97261.016","8201.416","979.30554","300.44925","270.5178"
"63","F3","14","97254.18","7665.362","622.4203","0.0","0.0"
"64","F4","14","73104.71","3941.0396","0.0","0.0","0.0"
"65","F5","14","74753.0","4099.635","0.0","0.0","350.7351"
"66","F6","14","75324.76","4716.693","207.93245","0.0","0.0"
"67","F7","14","0.0","0.0","103.04829","324.9826","0.0"
"68","F8","14","104225.055","7713.9106","626.8029","0.0","0.0"
"69","F9","14","0.0","0.0","112.66976","476.65002","0.0"
"70","F10","14","0.0","0.0","0.0","0.0","0.0"
"71","F11","14","20793.686","5159.204","3634.7017","3936.1807","798.25885"
"72","F12","14","0.0","571.07855","450.6304","0.0","0.0"
"73","G1","14","100207.71","9543.477","743.2972","0.0","0.0"
"74","G2","14","103453.98","9494.224","1162.7767","71.13584","1709.687"
"75","G3","14","95725.625","7604.0537","773.65216","0.0","278.98123"
"76","G4","14","73694.01","4270.511","0.0","0.0","0.0"
"77","G5","14","73994.65","4232.373","0.0","0.0","0.0"
"78","G6","14","74236.58","4099.0093","0.0","0.0","0.0"
"79","G7","14","0.0","312.11288","420.5384","153.9059","0.0"
"80","G8","14","114104.76","9461.445","1404.6782","522.746","0.0"
"81","G9","14","0.0","0.0","0.0","0.0","0.0"
"82","G10","14","0.0","0.0","0.0","0.0","0.0"
"83","G11","14","0.0","0.0","0.0","0.0","0.0"
"84","G12","14","0.0","513.02905","164.5231","329.6769","539.7595"
"85","H1","14","94631.96","7779.8433","0.0","0.0","0.0"
"86","H2","14","83365.64","7599.359","904.3955","279.39066","0.0"
"87","H3","14","3906.2317","823.16754","705.21277","460.0954","0.0"
"88","H4","14","76814.15","5167.17","220.33002","11.880144","378.12097"
"89","H5","14","75547.82","4859.687","531.4278","264.34546","68.660904"
"90","H6","14","75488.88","5071.035","597.8675","815.3683","2095.906"
"91","H7","14","9047.365","4380.192","5076.499","1651.5973","0.0"
"92","H8","14","69360.8","4303.227","0.0","0.0","450.9257"
"93","H9","14","1471.8573","376.0139","351.83792","270.67563","0.0"
"94","H10","14","900.716","304.4602","302.60004","170.33626","0.0"
"95","H11","14","0.0","568.31","468.24387","466.59186","1080.9062"
"96","H12","14","0.0","0.0","171.39815","87.3906","0.0"
"1","A1","15","109495.71","11381.82","1364.1586","499.1127","0.0"
"2","A2","15","97794.83","9473.033","1116.2622","9.10917","0.0"
"3","A3","15","106244.06","9068.9795","860.056","0.0","0.0"
"4","A4","15","72039.88","4646.7217","0.0","0.0","0.0"
"5","A5","15","73031.516","4678.4478","0.0","0.0","233.11658"
"6","A6","15","70616.87","3964.7158","0.0","0.0","0.0"
"7","A7","15","0.0","0.0","0.0","0.0","0.0"
"8","A8","15","103405.695","8596.212","648.6234","0.0","0.0"
"9","A9","15","0.0","714.8875","472.92307","314.71237","2203.695"
"10","A10","15","0.0","412.77316","327.08823","356.50296","703.7822"
"11","A11","15","815.1905","352.64072","121.17823","0.0","0.0"
"12","A12","15","3872.5603","295.17398","401.37863","18.20224","0.0"
"13","B1","15","106353.95","9371.896","852.79376","536.05365","0.0"
"14","B2","15","105474.664","10067.102","1211.8536","244.68651","769.6507"
"15","B3","15","104640.69","8766.017","801.31036","0.0","0.0"
"16","B4","15","76515.23","4748.5444","0.0","0.0","0.0"
"17","B5","15","69260.44","4121.6836","0.0","0.0","0.0"
"18","B6","15","74550.13","4816.633","510.75824","214.14102","2737.9507"
"19","B7","15","0.0","0.0","0.0","0.0","0.0"
"20","B8","15","110752.86","8125.4385","625.4336","9.713957","0.0"
"21","B9","15","813.59796","274.87784","75.46132","129.03494","0.0"
"22","B10","15","0.0","0.0","87.497246","68.335846","93.3172"
"23","B11","15","0.0","993.2432","619.5228","266.2244","2254.914"
"24","B12","15","0.0","19.08448","38.46522","0.0","0.0"
"25","C1","15","114778.31","10551.483","617.12305","704.6707","4184.264"
"26","C2","15","103566.79","8360.445","256.784","0.0","0.0"
"27","C3","15","106867.65","8419.956","422.87317","0.0","0.0"
"28","C4","15","74016.01","4110.69","0.0","0.0","0.0"
"29","C5","15","71842.766","3881.5625","0.0","0.0","0.0"
"30","C6","15","91911.06","8459.086","3464.3284","3557.3352","0.0"
"31","C7","15","0.0","444.99567","1432.9104","1651.206","0.0"
"32","C8","15","112118.54","8550.661","480.79364","0.0","0.0"
"33","C9","15","0.0","68.382065","46.7608","122.9848","0.0"
"34","C10","15","0.0","0.0","34.646023","0.0","0.0"
"35","C11","15","0.0","308.53226","275.1887","287.54562","269.8769"
"36","C12","15","1658.3914","0.0","0.0","54.26114","0.0"
"37","D1","15","109299.66","10955.101","1480.34","0.0","0.0"
"38","D2","15","106161.32","8936.923","844.98737","0.0","0.0"
"39","D3","15","101855.65","7964.16","720.8598","0.0","0.0"
"40","D4","15","71748.93","4038.6267","0.0","0.0","0.0"
"41","D5","15","74433.25","4186.04","0.0","0.0","0.0"
"42","D6","15","69148.3","3601.523","0.0","0.0","0.0"
"43","D7","15","0.0","54.9766","19.967327","75.19521","0.0"
"44","D8","15","379104.8","41612.27","17677.152","13641.923","2367.3196"
"45","D9","15","0.0","0.0","0.0","0.0","0.0"
"46","D10","15","0.0","567.46265","493.871","340.87537","0.0"
"47","D11","15","0.0","489.8477","24.00618","0.0","0.0"
"48","D12","15","0.0","644.8768","474.84595","792.7878","1416.529"
"49","E1","15","106841.48","9312.753","807.9714","0.0","0.0"
"50","E2","15","107690.84","9296.107","1102.4712","206.9512","98.4312"
"51","E3","15","101449.85","7964.931","938.92957","0.0","309.1965"
"52","E4","15","71523.24","4039.879","0.0","0.0","0.0"
"53","E5","15","76919.805","4270.975","41.80716","209.62973","0.0"
"54","E6","15","73000.32","3946.518","0.0","0.0","0.0"
"55","E7","15","0.0","0.0","0.0","0.0","0.0"
"56","E8","15","115032.6","8479.231","1025.2369","0.0","0.0"
"57","E9","15","0.0","264.6604","617.8333","233.598","0.0"
"58","E10","15","0.0","0.0","0.0","112.57233","0.0"
"59","E11","15","0.0","0.0","67.899704","0.0","0.0"
"60","E12","15","10266.988","1349.6516","888.6869","793.56396","0.0"
"61","F1","15","108741.336","9829.731","859.78296","230.1432","71.46828"
"62","F2","15","97389.83","8246.226","970.4602","253.34491","0.0"
"63","F3","15","97330.63","7426.6733","549.43964","0.0","0.0"
"64","F4","15","73043.83","3985.0398","0.0","0.0","0.0"
"65","F5","15","74780.38","4108.745","0.0","0.0","487.56036"
"66","F6","15","75466.41","4647.672","296.28143","0.0","0.0"
"67","F7","15","0.0","0.0","126.97021","243.73695","0.0"
"68","F8","15","104376.35","7865.019","664.124","0.0","0.0"
"69","F9","15","0.0","45.947906","71.42458","252.75388","0.0"
"70","F10","15","0.0","0.0","0.0","0.0","0.0"
"71","F11","15","20929.785","5409.8735","3512.6362","3598.5928","946.77216"
"72","F12","15","0.0","522.6999","426.05057","0.0","0.0"
"73","G1","15","99937.07","9498.146","610.9103","0.0","125.019844"
"74","G2","15","103060.33","9415.938","1149.5222","4.90592","1753.2697"
"75","G3","15","95530.42","7819.549","697.65906","0.0","0.0"
"76","G4","15","73456.69","4342.53","0.0","0.0","0.0"
"77","G5","15","73688.54","4253.7207","0.0","0.0","0.0"
"78","G6","15","74178.84","4071.419","0.0","0.0","0.0"
"79","G7","15","0.0","461.38425","391.8232","69.5358","0.0"
"80","G8","15","114282.87","9255.178","1394.9236","490.4414","13.798246"
"81","G9","15","0.0","0.0","0.0","0.0","0.0"
"82","G10","15","0.0","0.0","0.0","0.0","0.0"
"83","G11","15","0.0","0.0","0.0","0.0","0.0"
"84","G12","15","0.0","424.3753","219.81364","103.19155","982.9444"
"85","H1","15","94479.734","7817.6094","0.0","0.0","0.0"
"86","H2","15","83845.31","7745.921","881.696","384.16214","0.0"
"87","H3","15","4056.9697","613.504","783.69617","558.0365","0.0"
"88","H4","15","77017.89","5039.9844","247.00674","157.41191","95.76432"
"89","H5","15","75515.51","5035.996","387.05658","273.24597","40.126503"
"90","H6","15","75840.13","4892.1973","604.6326","894.111","1825.6577"
"91","H7","15","9175.414","4252.9077","5049.1113","1809.3932","0.0"
"92","H8","15","69442.125","4071.8508","6.46128","0.0","367.11728"
"93","H9","15","1610.7852","216.30905","284.06177","549.3123","0.0"
"94","H10","15","946.1705","188.9338","558.4665","391.65753","0.0"
"95","H11","15","0.0","747.4948","402.7904","592.35785","1037.271"
"96","H12","15","0.0","0.0","196.55751","0.0","0.0"
"1","A1","16","109687.93","11272.446","1471.9567","745.3768","0.0"
"2","A2","16","97985.11","9342.978","1002.96106","0.0","0.0"
"3","A3","16","106495.04","8965.06","816.26117","0.0","0.0"
"4","A4","16","72071.51","4625.379","0.0","0.0","0.0"
"5","A5","16","73055.734","4757.289","0.0","0.0","371.83737"
"6","A6","16","70825.87","3924.5383","0.0","0.0","0.0"
"7","A7","16","0.0","0.0","0.0","0.0","0.0"
"8","A8","16","103734.99","8518.227","728.33374","0.0","0.0"
"9","A9","16","0.0","487.3461","416.03644","260.56833","1697.0889"
"10","A10","16","0.0","386.54993","456.58063","401.42422","803.24"
"11","A11","16","893.18713","347.23212","229.82079","0.0","0.0"
"12","A12","16","3806.107","505.4158","526.0788","646.17957","0.0"
"13","B1","16","106546.14","9398.3","650.8522","405.1408","0.0"
"14","B2","16","105259.16","10078.465","1297.011","269.2669","712.1481"
"15","B3","16","104766.875","8783.385","825.2443","0.0","0.0"
"16","B4","16","76528.87","4958.159","0.917114","0.0","0.0"
"17","B5","16","69299.086","4057.6296","0.0","0.0","0.0"
"18","B6","16","74452.39","4934.605","553.5397","282.90988","2595.6401"
"19","B7","16","0.0","0.0","0.0","0.0","0.0"
"20","B8","16","110566.63","8046.1743","660.1799","0.0","0.0"
"21","B9","16","1169.323","247.13788","229.81401","0.0","0.0"
"22","B10","16","0.0","0.0","79.88879","0.0","185.6918"
"23","B11","16","0.0","933.39667","633.9543","245.74559","1871.9268"
"24","B12","16","0.0","133.59137","136.89093","0.0","0.0"
"25","C1","16","114924.82","10377.896","659.0507","499.30954","3790.182"
"26","C2","16","103625.17","8252.662","359.4976","0.0","0.0"
"27","C3","16","107023.9","8221.629","465.55753","0.0","0.0"
"28","C4","16","74569.21","4012.2595","0.0","0.0","0.0"
"29","C5","16","72300.62","4055.0503","0.0","0.0","0.0"
"30","C6","16","91736.945","8932.749","3489.1042","3229.7534","0.0"
"31","C7","16","63.2268","277.42072","1389.9736","1540.6268","0.0"
"32","C8","16","112569.164","8475.307","535.6668","0.0","0.0"
"33","C9","16","0.0","0.0","0.0","98.204285","0.0"
"34","C10","16","0.0","0.0","0.0","56.33972","0.0"
"35","C11","16","230.12833","228.9462","273.02185","542.7828","0.0"
"36","C12","16","1877.0803","231.21054","0.0","122.67736","0.0"
"37","D1","16","108810.91","10993.225","1385.2722","0.0","0.0"
"38","D2","16","106263.016","8900.432","754.65717","0.0","0.0"
"39","D3","16","101617.164","7940.0327","865.03174","0.0","0.0"
"40","D4","16","71742.29","4049.7551","0.0","0.0","0.0"
"41","D5","16","74478.75","4222.5723","0.0","0.0","0.0"
"42","D6","16","69452.44","3593.397","0.0","0.0","0.0"
"43","D7","16","0.0","27.4883","1.663944","110.72701","0.0"
"44","D8","16","381107.28","41840.258","17703.42","13814.671","2288.2673"
"45","D9","16","0.0","0.0","0.0","0.0","0.0"
"46","D10","16","0.0","428.2022","349.2997","310.3207","0.0"
"47","D11","16","0.0","282.0998","0.0","0.0","0.0"
"48","D12","16","0.0","685.1816","380.26678","504.32764","980.3797"
"49","E1","16","106600.61","9508.238","667.59436","0.0","0.0"
"50","E2","16","106547.625","8078.849","1247.5332","69.38952","79.97535"
"51","E3","16","101369.05","8013.6787","831.8959","0.0","363.4415"
"52","E4","16","71738.586","4076.4297","0.0","0.0","0.0"
"53","E5","16","76859.84","4038.8083","39.020016","0.0","0.0"
"54","E6","16","73351.85","3921.5083","0.0","0.0","0.0"
"55","E7","16","0.0","0.0","0.0","0.0","0.0"
"56","E8","16","114867.766","8479.231","1043.4149","122.901054","0.0"
