# Plate File Name: /Users/chazmanchilders/Desktop/20200420-zymo-negatives/Zymo_Negatives_2020-04-20.eds
# Description: 
# User Name: 
# Last Modified Date/Time: 2020-04-20 10:34:46 PM PDT
# Date Created: 2020-04-29 03:42:54 PM PDT
# Barcode: 
# Instrument Type: 7500 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 
# Instrument Serial Number: null
# Plate Run Start Date/Time: 2020-04-20 08:26:20 PM PDT
# Plate Run End Date/Time: 2020-04-20 10:20:29 PM PDT
# Run Duration: 114 minutes 8 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# PCR Stage / Cycle where Analysis is performed: Stage 3 Step 2
# Pre-read Stage/Step: Stage 1, Step 1
# Post-read Stage/Step: Stage 4, Step 1
# Passive Reference: null
# Quantification Cycle Method: CT
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"1","A1","1","IEC","-1592.2802734375","263.973361570233","Neg NT","false"
"1","A1","2","IEC","-1518.416015625","341.28867494651945","Neg NT","false"
"1","A1","3","IEC","-1634.34375","228.8119961353059","Neg NT","false"
"1","A1","4","IEC","-1937.5146484375","-70.90784673840766","Neg NT","false"
"1","A1","5","IEC","-1675.375","194.68285726287877","Neg NT","false"
"1","A1","6","IEC","-1591.87109375","281.6378190766652","Neg NT","false"
"1","A1","7","IEC","-1873.7705078125","3.1894605779516594","Neg NT","false"
"1","A1","8","IEC","-1767.1552734375","113.25575051673788","Neg NT","false"
"1","A1","9","IEC","-2135.435546875","-251.5734673569757","Neg NT","false"
"1","A1","10","IEC","-1871.1025390625","16.210596019310753","Neg NT","false"
"1","A1","11","IEC","-1843.275390625","47.48880002059719","Neg NT","false"
"1","A1","12","IEC","-2046.1640625","-151.94881629061638","Neg NT","false"
"1","A1","13","IEC","-2015.8935546875","-118.22725291432992","Neg NT","false"
"1","A1","14","IEC","-1761.8779296875","139.2394276494565","Neg NT","false"
"1","A1","15","IEC","-1957.259765625","-52.69135272425705","Neg NT","false"
"1","A1","16","IEC","-2049.5986328125","-141.57916434797062","Neg NT","false"
"1","A1","17","IEC","-2018.7109375","-107.24041347168416","Neg NT","false"
"1","A1","18","IEC","-1869.7021484375","45.21943115460227","Neg NT","false"
"1","A1","19","IEC","-2094.3095703125","-175.9369351566113","Neg NT","false"
"1","A1","20","IEC","-1818.416015625","103.40767509467516","Neg NT","false"
"1","A1","21","IEC","-2003.37890625","-78.1041599665384","Neg NT","false"
"1","A1","22","IEC","-2140.90234375","-212.1765419027522","Neg NT","false"
"1","A1","23","IEC","-2020.4169921875","-88.24013477646575","Neg NT","false"
"1","A1","24","IEC","-2116.9130859375","-181.28517296267933","Neg NT","false"
"1","A1","25","IEC","-1988.4208984375","-49.34192989889288","Neg NT","false"
"1","A1","26","IEC","-2045.6142578125","-103.08423371010643","Neg NT","false"
"1","A1","27","IEC","-1886.578125","59.40295466618","Neg NT","false"
"1","A1","28","IEC","-1823.203125","126.22901022996645","Neg NT","false"
"1","A1","29","IEC","-1691.3232421875","261.5599486062529","Neg NT","false"
"1","A1","30","IEC","-2003.6298828125","-47.29563645496068","Neg NT","false"
"1","A1","31","IEC","-1936.9541015625","22.831200358825765","Neg NT","false"
"1","A1","32","IEC","-2090.6337890625","-127.39743157738779","Neg NT","false"
"1","A1","33","IEC","-1837.6640625","129.02335054889863","Neg NT","false"
"1","A1","34","IEC","-1920.28125","49.85721861268508","Neg NT","false"
"1","A1","35","IEC","-2031.08984375","-57.50031957352848","Neg NT","false"
