# Plate File Name: /Users/chazmanchilders/Desktop/20200421-zymo-negatives/Zymo_Negatives_2020-4-21.eds
# Description: 
# User Name: 
# Last Modified Date/Time: 2020-04-21 05:39:19 PM PDT
# Date Created: 2020-04-29 03:44:35 PM PDT
# Barcode: 
# Instrument Type: 7500 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 
# Instrument Serial Number: null
# Plate Run Start Date/Time: 2020-04-21 02:45:30 PM PDT
# Plate Run End Date/Time: 2020-04-21 04:40:26 PM PDT
# Run Duration: 114 minutes 56 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# PCR Stage / Cycle where Analysis is performed: Stage 3 Step 2
# Pre-read Stage/Step: Stage 1, Step 1
# Post-read Stage/Step: Stage 4, Step 1
# Passive Reference: null
# Quantification Cycle Method: CT
"Well","Well Position","Cycle Number","1","2","3","4","5"
"29","C5","1","86465.38","5207.375","20.06991","0.0","493.7088"
"30","C6","1","109932.33","12448.128","5784.702","5958.75","2446.8816"
"31","C7","1","0.0","0.0","0.0","0.0","0.0"
"32","C8","1","1323174.6","116030.96","19932.902","351.7998","708.0527"
"33","C9","1","0.0","0.0","0.0","0.0","0.0"
"34","C10","1","0.0","0.0","68.35567","0.0","163.83493"
"35","C11","1","0.0","105.751335","0.0","0.0","428.376"
"36","C12","1","6893.909","1713.6782","1031.1641","1689.1729","736.7319"
"37","D1","1","1328140.5","130993.625","18951.902","274.48114","0.0"
"38","D2","1","1278233.9","119013.4","19079.105","798.81024","738.30695"
"39","D3","1","1139049.9","102394.84","18099.37","1162.2694","1143.9562"
"40","D4","1","270841.34","11902.415","3718.375","1919.2426","1315.6971"
"41","D5","1","75702.14","4765.207","86.015495","0.0","1349.922"
"42","D6","1","70535.88","4620.546","378.2225","139.71806","1472.4653"
"43","D7","1","0.0","0.0","0.0","0.0","0.0"
"44","D8","1","1542350.5","146871.69","41072.457","18604.342","4697.2383"
"45","D9","1","0.0","0.0","0.0","0.0","0.0"
"46","D10","1","0.0","856.4044","771.37024","1053.1808","507.85144"
"47","D11","1","0.0","0.0","0.0","118.5041","0.0"
"48","D12","1","10964.386","2381.006","2261.1248","4250.489","2719.2385"
"49","E1","1","1309225.2","127602.414","18504.045","741.9303","0.0"
"50","E2","1","1260784.1","120472.36","23813.137","3541.3003","908.0278"
"51","E3","1","1188083.5","107708.84","19130.426","1242.4993","797.4015"
"52","E4","1","74646.24","4924.205","765.77856","351.48492","1448.728"
"53","E5","1","77785.125","4896.039","309.373","239.57683","1794.4186"
"54","E6","1","85314.64","7236.95","1920.8763","781.0087","1904.7437"
"55","E7","1","0.0","0.0","0.0","0.0","0.0"
"56","E8","1","1325888.5","114588.03","20113.912","410.8663","1644.7041"
"57","E9","1","0.0","0.0","0.0","0.0","0.0"
"58","E10","1","0.0","245.96556","459.48602","262.3337","0.0"
"59","E11","1","0.0","0.0","0.0","0.0","37.001858"
"60","E12","1","18476.094","2233.4705","1544.2035","1671.2029","49.817997"
"61","F1","1","1251329.0","124074.516","18166.295","894.5447","1422.4937"
"62","F2","1","1160421.0","110346.805","18707.895","2521.9912","1754.5011"
"63","F3","1","1151228.5","104315.164","17688.412","1061.2998","958.91394"
"64","F4","1","73561.31","4157.0415","0.0","0.0","346.52502"
"65","F5","1","76625.45","5204.7144","311.87885","461.22418","1672.7367"
"66","F6","1","74699.01","5481.958","306.098","0.0","1678.1968"
"67","F7","1","0.0","0.0","302.70435","504.09232","0.0"
"68","F8","1","1261448.2","110356.28","19251.941","551.1658","1668.2242"
"69","F9","1","0.0","316.74725","545.24115","1141.3728","655.5567"
"70","F10","1","0.0","0.0","0.0","0.0","0.0"
"71","F11","1","6633.612","2640.4617","1801.3519","1557.8273","335.31512"
"72","F12","1","0.0","815.07526","748.66095","116.52039","0.0"
"73","G1","1","1188922.1","122711.336","17650.205","485.43106","1326.9152"
"74","G2","1","1228143.2","118241.45","18301.984","965.23975","486.881"
"75","G3","1","1152392.9","107508.24","17792.943","363.50546","1024.7404"
"76","G4","1","74299.586","4552.7466","0.0","0.0","982.41394"
"77","G5","1","75146.02","5052.86","122.108734","114.39012","1210.6329"
"78","G6","1","71903.414","4721.632","0.0","0.0","540.8775"
"79","G7","1","0.0","180.03032","188.96439","2.781432","0.0"
"80","G8","1","1152061.8","104231.32","18323.248","1350.9165","2207.7195"
"81","G9","1","0.0","0.0","0.0","0.0","0.0"
"82","G10","1","0.0","0.0","235.85065","0.0","104.66806"
"83","G11","1","0.0","0.0","0.0","0.0","0.0"
"84","G12","1","0.0","0.0","32.3652","0.0","124.35636"
"85","H1","1","1145657.5","119643.414","15489.974","234.48734","614.6146"
"86","H2","1","1149378.9","115662.984","17496.527","781.5712","0.0"
"87","H3","1","1084491.0","105115.28","17369.846","1419.0071","1046.1105"
"88","H4","1","73263.8","5096.511","113.6231","0.0","1259.745"
"89","H5","1","73159.375","4874.007","301.14243","65.863846","1047.7476"
"90","H6","1","70811.15","4559.948","0.0","210.82732","1068.2852"
"91","H7","1","0.0","0.0","141.35744","99.937416","0.0"
"92","H8","1","64484.91","5265.901","139.37903","188.93866","2989.774"
"93","H9","1","0.0","246.63275","358.81488","180.11871","0.0"
"94","H10","1","0.0","0.0","0.0","0.0","127.95747"
"95","H11","1","0.0","0.0","129.64816","0.0","0.0"
"96","H12","1","0.0","0.0","0.0","0.0","0.0"
"1","A1","1","1183716.2","132753.78","21213.115","640.02313","0.0"
"2","A2","1","1208133.8","126436.46","20969.57","202.42601","0.0"
"3","A3","1","1253874.2","124250.31","21350.45","110.11694","0.0"
"4","A4","1","70685.86","4843.074","0.0","0.0","0.0"
"5","A5","1","71119.22","4524.017","0.0","0.0","0.0"
"6","A6","1","71136.66","4932.9937","0.0","0.0","0.0"
"7","A7","1","0.0","328.67554","262.06555","0.0","1829.503"
"8","A8","1","1305993.4","123553.664","21405.354","0.0","0.0"
"9","A9","1","0.0","2581.0664","1338.1091","401.0045","0.0"
"10","A10","1","0.0","366.15408","540.0313","188.28708","0.0"
"11","A11","1","0.0","0.0","0.0","0.0","0.0"
"12","A12","1","5784.751","1493.9701","875.499","890.6096","0.0"
"13","B1","1","1304446.4","139123.3","22405.963","166.74162","0.0"
"14","B2","1","1262718.8","127187.07","21702.006","655.84924","71.878296"
"15","B3","1","1181761.8","112783.945","19837.457","485.8913","2603.9517"
"16","B4","1","75650.875","5568.855","464.9768","0.0","1515.4266"
"17","B5","1","72193.81","5201.7017","292.03238","0.0","1087.1031"
"18","B6","1","76616.945","5155.3813","346.61713","243.73776","1568.9086"
"19","B7","1","0.0","0.0","0.0","0.0","0.0"
"20","B8","1","1324801.0","120111.92","21515.094","458.32214","1422.1732"
"21","B9","1","0.0","80.69808","53.165928","59.81752","0.0"
"22","B10","1","0.0","0.0","0.0","0.0","0.0"
"23","B11","1","2863.2083","1087.7378","1382.3296","1800.0864","620.56213"
"24","B12","1","0.0","115.69966","2.26266","0.0","0.0"
"25","C1","1","1341019.6","140385.66","23324.893","1681.8141","4294.553"
"26","C2","1","1273985.4","123974.35","22103.266","47.1596","0.0"
"27","C3","1","1248022.2","115350.72","21245.902","0.0","0.0"
"28","C4","1","77167.625","4443.9893","0.0","0.0","0.0"
"29","C5","1","80192.77","4638.5176","0.0","0.0","0.0"
"30","C6","1","95907.75","9714.578","3902.6023","3882.358","446.59866"
"31","C7","1","0.0","0.0","0.0","0.0","0.0"
"32","C8","1","1314268.1","117052.805","21736.75","474.75897","0.0"
"33","C9","1","0.0","33.291267","30.86213","13.766955","0.0"
"34","C10","1","0.0","0.0","133.9022","0.0","155.59743"
"35","C11","1","0.0","0.0","10.8342","0.0","0.0"
"36","C12","1","3514.644","859.31195","397.51434","857.56195","0.0"
"37","D1","1","1312409.8","135349.88","22466.273","316.1339","0.0"
"38","D2","1","1264632.4","121410.08","21842.752","848.44727","0.0"
"39","D3","1","1140712.2","104868.44","20873.363","1242.6448","138.17448"
"40","D4","1","241247.7","11356.108","3696.4778","4865.494","820.86"
"41","D5","1","74024.63","4463.1494","0.0","0.0","0.0"
"42","D6","1","68980.234","4108.5967","88.13782","0.0","0.0"
"43","D7","1","0.0","0.0","0.0","0.0","0.0"
"44","D8","1","1446993.4","135990.95","38304.0","15118.444","3125.542"
"45","D9","1","0.0","0.0","12.441455","0.0","0.0"
"46","D10","1","0.0","715.24927","619.03674","469.77783","0.0"
"47","D11","1","0.0","755.5463","432.11124","425.53745","1843.5905"
"48","D12","1","10420.463","2362.869","2118.7686","2508.2659","1353.4022"
"49","E1","1","1285903.0","131340.94","22239.572","816.5623","0.0"
"50","E2","1","1244266.1","120951.766","26485.904","5011.871","2110.1187"
"51","E3","1","1188232.1","109899.305","21747.982","1903.3802","596.695"
"52","E4","1","72189.79","4746.528","579.5362","159.95721","0.0"
"53","E5","1","75651.8","4521.0005","124.49243","0.0","0.0"
"54","E6","1","82438.49","6309.9272","1599.8556","504.01797","99.56019"
"55","E7","1","974.3639","0.0","44.736805","0.0","0.0"
"56","E8","1","1326082.5","115931.34","22004.42","209.0215","0.0"
"57","E9","1","0.0","0.0","1.967622","0.0","0.0"
"58","E10","1","0.0","0.0","0.0","0.0","0.0"
"59","E11","1","0.0","221.0076","163.62717","223.983","2334.382"
"60","E12","1","4673.695","608.4717","556.08923","421.23233","0.0"
"61","F1","1","1224482.1","126641.54","21018.72","1324.6932","218.52802"
"62","F2","1","1152778.4","113179.016","21764.592","3147.0786","1169.6675"
"63","F3","1","1147229.1","106404.48","20503.379","1038.0905","526.3372"
"64","F4","1","71484.016","4053.0405","0.0","0.0","0.0"
"65","F5","1","73311.12","4564.2603","178.34988","432.75357","447.0909"
"66","F6","1","72553.25","4979.8335","190.9766","0.0","0.0"
"67","F7","1","0.0","0.0","0.0","39.699577","0.0"
"68","F8","1","1270177.2","112407.305","21145.746","198.0752","0.0"
"69","F9","1","0.0","0.0","210.24982","367.1897","0.0"
"70","F10","1","0.0","0.0","0.0","0.0","0.0"
"71","F11","1","10178.03","3510.5728","2962.75","2754.623","703.11755"
"72","F12","1","0.0","704.6457","875.6568","0.0","0.0"
"73","G1","1","1159840.5","124074.26","20521.346","794.0867","304.02554"
"74","G2","1","1207171.6","119665.97","21216.76","852.4036","1987.3711"
"75","G3","1","1148487.8","109544.07","20292.273","820.5759","3006.9182"
"76","G4","1","73910.42","4351.289","0.0","0.0","0.0"
"77","G5","1","74477.9","4443.9917","0.0","0.0","0.0"
"78","G6","1","70180.72","3910.475","0.0","0.0","0.0"
"79","G7","1","0.0","195.4098","53.725166","0.0","0.0"
"80","G8","1","1248966.6","113498.01","21418.418","994.58777","791.428"
"81","G9","1","0.0","145.4716","0.0","0.0","0.0"
"82","G10","1","0.0","115.198296","322.21848","0.0","0.0"
"83","G11","1","0.0","0.0","0.0","0.0","0.0"
"84","G12","1","0.0","0.0","0.0","0.0","0.0"
"85","H1","1","1104969.9","119676.26","18112.412","168.77115","0.0"
"86","H2","1","1139217.6","117741.85","20072.322","545.5343","0.0"
"87","H3","1","1069632.8","105498.87","19439.986","876.9145","214.4413"
"88","H4","1","71874.66","4837.093","70.14992","0.0","144.1401"
"89","H5","1","74501.97","4908.0156","271.02817","0.890052","0.0"
"90","H6","1","73250.55","4236.175","0.0","0.0","0.0"
"91","H7","1","0.0","0.0","0.0","0.0","0.0"
"92","H8","1","64638.62","4199.1543","0.0","0.0","102.027626"
"93","H9","1","0.0","85.91715","282.06836","0.0","0.0"
"94","H10","1","0.0","0.0","0.0","0.0","0.0"
"95","H11","1","0.0","0.0","337.33698","0.0","0.0"
"96","H12","1","0.0","0.0","31.449202","0.0","0.0"
"1","A1","2","1188681.1","133087.5","21300.38","744.0598","0.0"
"2","A2","2","1213600.1","126507.78","20814.89","103.23726","0.0"
"3","A3","2","1256536.9","124185.84","21058.793","242.06743","0.0"
"4","A4","2","71188.92","4981.3745","0.0","0.0","0.0"
"5","A5","2","71502.984","4493.131","0.0","0.0","0.0"
"6","A6","2","71737.32","5022.991","58.1277","0.0","0.0"
"7","A7","2","0.0","480.1317","322.42004","178.71097","2718.8228"
"8","A8","2","1310947.9","123875.64","21256.875","0.0","0.0"
"9","A9","2","0.0","2577.6704","1316.0337","335.01642","0.0"
"10","A10","2","0.0","427.34164","431.64136","236.07568","21.785992"
"11","A11","2","0.0","0.0","0.0","0.0","0.0"
"12","A12","2","6078.8066","1363.0911","917.06573","635.77826","0.0"
"13","B1","2","1313758.9","139894.88","22611.996","212.21661","0.0"
"14","B2","2","1267265.5","127105.25","21671.438","583.2254","0.0"
"15","B3","2","1185085.8","112550.44","19578.012","461.78955","1768.0918"
"16","B4","2","76108.875","5453.6123","402.61307","91.6257","1244.4563"
"17","B5","2","72013.77","5196.364","134.57292","0.0","845.52466"
"18","B6","2","77496.63","5500.029","612.90985","120.12789","1259.8414"
"19","B7","2","0.0","0.0","0.0","0.0","0.0"
"20","B8","2","1327477.2","120040.41","21442.037","460.9714","1113.729"
"21","B9","2","0.0","0.0","18.86533","144.41658","0.0"
"22","B10","2","0.0","0.0","0.0","0.0","0.0"
"23","B11","2","0.0","1163.3335","927.73804","1035.2032","118.787476"
"24","B12","2","16958.863","1761.7361","953.7112","289.2672","0.0"
"25","C1","2","1348003.6","141170.38","23484.742","1540.88","4613.316"
"26","C2","2","1270392.9","123355.195","21881.498","0.0","0.0"
"27","C3","2","1256430.6","115896.12","21153.584","0.0","0.0"
"28","C4","2","76636.7","4404.032","0.0","0.0","0.0"
"29","C5","2","80479.16","4656.7793","0.0","0.0","0.0"
"30","C6","2","95200.16","9556.419","3943.6104","3923.3057","355.91003"
"31","C7","2","0.0","0.0","0.0","0.0","0.0"
"32","C8","2","1316174.1","117116.56","21695.812","264.70374","7.640856"
"33","C9","2","0.0","0.0","0.0","3.671188","0.0"
"34","C10","2","0.0","0.0","101.12894","136.6931","0.0"
"35","C11","2","0.0","0.0","150.59538","0.0","0.0"
"36","C12","2","3803.626","793.7817","554.14685","1113.533","0.0"
"37","D1","2","1314471.5","135241.11","22346.133","155.93092","0.0"
"38","D2","2","1264021.0","121182.88","21494.01","1089.7064","308.78876"
"39","D3","2","1142098.8","104906.2","20650.266","1116.794","298.8425"
"40","D4","2","246351.69","11228.637","3827.8618","4062.0657","489.56174"
"41","D5","2","73780.61","4173.566","0.0","0.0","0.0"
"42","D6","2","69111.86","4211.7993","200.23544","0.0","0.0"
"43","D7","2","0.0","0.0","0.0","0.0","0.0"
"44","D8","2","1444729.0","135285.52","37854.848","14992.106","2896.0352"
"45","D9","2","0.0","0.0","0.0","132.02338","0.0"
"46","D10","2","0.0","1000.4016","958.63367","574.80945","175.28455"
"47","D11","2","0.0","1160.108","868.5872","1020.2125","1590.9265"
"48","D12","2","8760.399","2543.233","2027.1144","2559.8447","1514.0889"
"49","E1","2","1291385.0","131637.05","22099.195","995.4597","0.0"
"50","E2","2","1244785.1","121519.82","26355.348","5069.087","2102.7363"
"51","E3","2","1189445.2","109600.46","21691.816","1703.0808","156.2256"
"52","E4","2","72189.79","4874.4556","625.31647","265.1922","2.13362"
"53","E5","2","75192.4","4433.4917","163.51245","0.0","0.0"
"54","E6","2","81495.05","6110.6836","1670.7075","443.53583","0.0"
"55","E7","2","1245.805","0.0","52.04077","0.0","0.0"
"56","E8","2","1326716.6","115649.766","21649.951","123.79814","0.0"
"57","E9","2","0.0","0.0","0.0","0.0","0.0"
"58","E10","2","0.0","0.0","13.27404","60.306602","0.0"
"59","E11","2","0.0","62.5072","145.8174","21.852","1585.6385"
"60","E12","2","5873.659","681.5966","468.98032","377.47906","0.0"
"61","F1","2","1230325.9","127132.66","21102.535","1302.7749","96.2073"
"62","F2","2","1155845.5","113193.51","21654.656","3047.7776","855.3515"
"63","F3","2","1143133.5","106003.86","20330.31","1100.3337","154.4917"
"64","F4","2","71665.734","4204.042","0.0","0.0","0.0"
"65","F5","2","73447.18","4464.047","179.28365","100.59622","255.34288"
"66","F6","2","72807.76","4813.3213","86.564156","0.0","0.0"
"67","F7","2","0.0","0.0","109.48881","0.0","0.0"
"68","F8","2","1266700.8","112132.73","20923.734","231.56616","0.0"
"69","F9","2","0.0","0.0","281.6744","513.4685","0.0"
"70","F10","2","0.0","0.0","0.0","0.0","0.0"
"71","F11","2","7870.228","2521.1528","2193.62","2166.1887","258.73798"
"72","F12","2","0.0","818.2304","886.9226","142.19438","0.0"
"73","G1","2","1169228.4","124237.445","20453.773","325.49136","34.09632"
"74","G2","2","1212673.9","119920.07","21255.318","983.63696","2807.971"
"75","G3","2","1152921.2","109668.6","20082.236","595.8048","2644.351"
"76","G4","2","74184.11","4400.9233","0.0","0.0","0.0"
"77","G5","2","74054.84","4515.4595","0.0","0.0","0.0"
"78","G6","2","70208.734","3906.7964","0.0","0.0","0.0"
"79","G7","2","0.0","159.22281","197.30104","0.0","0.0"
"80","G8","2","1250321.2","113144.95","21096.512","888.8639","204.01692"
"81","G9","2","0.0","128.2447","0.0","0.0","0.0"
"82","G10","2","0.0","266.18634","395.29898","0.0","0.0"
"83","G11","2","0.0","0.0","0.0","0.0","0.0"
"84","G12","2","0.0","0.0","97.0956","0.0","0.0"
"85","H1","2","1115016.5","120745.2","17952.723","195.65504","97.4389"
"86","H2","2","1145428.8","118681.65","20214.494","478.09518","0.0"
"87","H3","2","1088708.1","106743.75","19563.967","1171.8766","0.0"
"88","H4","2","72283.12","4990.523","0.0","0.0","158.94902"
"89","H5","2","75291.88","4804.1987","282.54245","138.84811","0.0"
"90","H6","2","74058.836","4347.207","0.0","0.0","0.0"
"91","H7","2","0.0","0.0","0.0","0.0","0.0"
"92","H8","2","65583.234","3971.4949","0.0","0.0","73.78784"
"93","H9","2","0.0","52.56108","298.0157","0.0","0.0"
"94","H10","2","0.0","0.0","0.0","0.0","0.0"
"95","H11","2","0.0","0.0","120.83713","124.50835","0.0"
"96","H12","2","0.0","0.0","0.0","0.0","0.0"
"1","A1","3","1188948.9","132931.86","21245.197","962.6686","0.0"
"2","A2","3","1214891.2","126570.71","20833.61","197.36536","0.0"
"3","A3","3","1255537.4","124240.695","21062.521","43.667065","0.0"
"4","A4","3","71264.04","5026.621","0.0","0.0","0.0"
"5","A5","3","71539.31","4373.65","0.0","0.0","0.0"
"6","A6","3","71646.445","4994.8667","42.5724","0.0","0.0"
"7","A7","3","0.0","425.48257","227.12347","56.39324","2833.266"
"8","A8","3","1314280.6","123966.76","21306.107","0.0","0.0"
"9","A9","3","0.0","2907.945","1619.995","564.2827","0.0"
"10","A10","3","0.0","34.964317","262.82162","184.46399","0.0"
"11","A11","3","0.0","0.0","0.0","0.0","0.0"
"12","A12","3","7210.1724","1410.4303","1139.1879","812.60004","0.0"
"13","B1","3","1319747.0","140100.23","22831.676","380.33627","0.0"
"14","B2","3","1266114.5","127352.98","21777.338","698.3063","0.0"
"15","B3","3","1186088.0","112577.46","19679.492","464.68176","1618.2859"
"16","B4","3","75707.39","5574.3","405.3644","0.0","1296.4607"
"17","B5","3","71922.34","5048.684","182.17694","0.0","625.9079"
"18","B6","3","77284.266","5382.8994","418.21057","87.91969","1196.9803"
"19","B7","3","0.0","0.0","0.0","0.0","0.0"
"20","B8","3","1329942.4","120469.47","21225.541","414.1678","941.1054"
"21","B9","3","0.0","0.0","23.152905","0.0","0.0"
"22","B10","3","0.0","0.0","0.0","0.0","0.0"
"23","B11","3","280.34625","1000.59283","895.7826","1336.2417","153.60449"
"24","B12","3","0.0","0.0","0.0","0.0","0.0"
"25","C1","3","1348594.1","141180.42","23294.758","1728.7922","4581.036"
"26","C2","3","1270541.9","123112.086","21674.904","0.0","0.0"
"27","C3","3","1261630.9","116655.7","21333.256","0.0","0.0"
"28","C4","3","76701.62","4237.383","0.0","0.0","0.0"
"29","C5","3","80342.7","4430.332","0.0","0.0","0.0"
"30","C6","3","95287.62","9659.956","3797.519","3726.2446","313.98795"
"31","C7","3","0.0","0.0","0.0","0.0","0.0"
"32","C8","3","1317077.1","117117.39","21599.13","137.47517","0.0"
"33","C9","3","0.0","0.0","0.0","21.109331","0.0"
"34","C10","3","0.0","0.0","173.23012","158.85954","54.00146"
"35","C11","3","0.0","0.0","0.0","0.0","0.0"
"36","C12","3","4505.253","1122.6694","446.16534","977.8801","0.0"
"37","D1","3","1316329.9","135410.42","22347.178","177.29132","0.0"
"38","D2","3","1264531.9","120873.3","21569.475","1014.6737","240.298"
"39","D3","3","1145804.9","105062.51","20593.438","953.9281","239.93088"
"40","D4","3","246750.14","10976.729","3861.229","3254.4585","641.4947"
"41","D5","3","74298.42","4454.2393","0.0","0.0","0.0"
"42","D6","3","69080.625","4202.8604","35.08399","0.0","0.0"
"43","D7","3","0.0","0.0","0.0","0.0","0.0"
"44","D8","3","1446868.2","135496.16","37612.324","14901.865","2615.5269"
"45","D9","3","0.0","0.0","0.0","0.0","0.0"
"46","D10","3","0.0","1197.4504","979.0095","525.15814","0.0"
"47","D11","3","0.0","933.77216","713.63824","677.628","1828.6019"
"48","D12","3","0.0","671.0749","519.69794","745.9846","0.0"
"49","E1","3","1289159.2","131615.08","22215.998","852.7808","0.0"
"50","E2","3","1245158.4","121230.18","26078.521","5072.7393","1827.129"
"51","E3","3","1191832.5","110037.07","21585.844","1533.8439","228.91391"
"52","E4","3","71881.22","4834.859","622.19507","122.0726","0.0"
"53","E5","3","75400.625","4347.7686","96.620995","0.0","0.0"
"54","E6","3","81466.51","6169.0396","1767.801","482.10416","0.0"
"55","E7","3","1301.5054","0.0","39.258827","0.0","0.0"
"56","E8","3","1327743.5","115728.984","21548.154","154.29913","0.0"
"57","E9","3","0.0","0.0","0.983811","0.0","0.0"
"58","E10","3","0.0","0.0","0.0","65.33215","0.0"
"59","E11","3","0.0","157.3842","202.58601","29.5002","1715.145"
"60","E12","3","6241.873","659.0272","570.1674","558.49744","0.0"
"61","F1","3","1228835.1","126748.555","21051.164","1068.522","361.46457"
"62","F2","3","1154633.4","113200.1","21523.24","3166.1748","990.6104"
"63","F3","3","1146267.0","105940.766","20253.16","1167.8518","206.69923"
"64","F4","3","71680.49","4003.04","0.0","0.0","0.0"
"65","F5","3","73550.055","4525.997","251.18385","167.97672","150.31505"
"66","F6","3","73056.81","4876.3027","119.58347","0.0","0.0"
"67","F7","3","0.0","0.0","69.92562","127.40795","0.0"
"68","F8","3","1268717.5","112068.23","20866.316","0.0","0.0"
"69","F9","3","0.0","0.0","290.7282","298.5282","0.0"
"70","F10","3","0.0","0.0","0.0","0.0","0.0"
"71","F11","3","7796.3125","2677.821","2041.9272","2255.2744","170.55821"
"72","F12","3","0.0","655.21533","1066.1506","195.51727","0.0"
"73","G1","3","1168839.4","124764.78","20404.127","354.95392","0.0"
"74","G2","3","1213752.6","119676.234","21131.207","1092.7937","2677.223"
"75","G3","3","1152217.0","109731.414","19938.695","448.4668","2800.6675"
"76","G4","3","74249.58","4210.1714","0.0","0.0","0.0"
"77","G5","3","74197.58","4375.3086","0.0","0.0","0.0"
"78","G6","3","70582.31","4012.5593","0.0","0.0","0.0"
"79","G7","3","0.0","206.2659","376.07617","50.99292","0.0"
"80","G8","3","1250347.0","113103.7","21045.787","962.28326","372.55264"
"81","G9","3","0.0","142.60045","0.0","0.0","0.0"
"82","G10","3","0.0","153.22491","292.32193","0.0","0.0"
"83","G11","3","0.0","0.0","0.0","0.0","0.0"
"84","G12","3","0.0","0.0","44.502148","0.0","0.0"
"85","H1","3","1121579.1","121530.086","18195.92","216.56474","0.0"
"86","H2","3","1147556.1","118526.086","20136.838","644.2844","0.0"
"87","H3","3","1102080.2","107412.05","19600.365","1137.7112","285.92172"
"88","H4","3","72365.98","4648.333","0.0","0.0","10.859871"
"89","H5","3","75516.36","4862.372","298.48526","0.0","7.1336"
"90","H6","3","74384.25","4263.2974","0.0","0.0","0.0"
"91","H7","3","0.0","0.0","0.0","0.0","0.0"
"92","H8","3","66321.414","4128.533","0.0","0.0","0.0"
"93","H9","3","0.0","0.0","183.39427","82.59587","0.0"
"94","H10","3","0.0","0.0","8.17838","0.0","0.0"
"95","H11","3","0.0","0.0","144.7528","0.0","0.0"
"96","H12","3","0.0","0.0","0.0","130.29144","0.0"
"1","A1","4","1189238.9","132567.28","21202.85","883.6533","0.0"
"2","A2","4","1216230.8","126249.766","20748.88","152.83163","0.0"
"3","A3","4","1257598.8","124133.88","21022.453","204.09607","0.0"
"4","A4","4","71316.42","4852.465","0.0","0.0","0.0"
"5","A5","4","71493.664","4359.0195","0.0","0.0","0.0"
"6","A6","4","71744.586","5095.3105","30.2919","0.0","0.0"
"7","A7","4","0.0","216.25446","242.2121","0.0","2742.665"
"8","A8","4","1312816.9","123959.03","21150.594","0.0","0.0"
"9","A9","4","0.0","2930.0198","1671.7872","460.22455","0.0"
"10","A10","4","0.0","187.44759","144.83966","67.85981","0.0"
"11","A11","4","0.0","0.0","41.7856","0.0","0.0"
"12","A12","4","7580.649","1698.6427","1084.6316","1192.2468","0.0"
"13","B1","4","1323509.8","140458.16","22748.443","272.8499","0.0"
"14","B2","4","1265407.0","127145.02","21790.44","772.0474","0.0"
