# Plate File Name: /Users/chazmanchilders/Desktop/20200418-zymo-lod/Zymo_LOD_1x_2020-04-18_Copy.eds
# Description: 
# User Name: 
# Last Modified Date/Time: 2020-04-20 09:59:51 AM PDT
# Date Created: 2020-04-20 09:46:05 AM PDT
# Barcode: 
# Instrument Type: 7500 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 
# Instrument Serial Number: null
# Plate Run Start Date/Time: 2020-04-18 07:08:17 PM PDT
# Plate Run End Date/Time: 2020-04-18 09:00:39 PM PDT
# Run Duration: 112 minutes 22 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# PCR Stage / Cycle where Analysis is performed: Stage 3 Step 2
# Pre-read Stage/Step: Stage 1, Step 1
# Post-read Stage/Step: Stage 4, Step 1
# Passive Reference: null
# Quantification Cycle Method: CT
"Well","Well Position","Cycle Number","Target","Rn","dRn","Sample","Omit"
"14","B2","36","nCoV","1404962.125","181632.3609401709","Spike-In CC","false"
"14","B2","37","nCoV","1534419.125","310484.51316239306","Spike-In CC","false"
"14","B2","38","nCoV","1693029.25","468489.79038461525","Spike-In CC","false"
"14","B2","39","nCoV","1837693.0","612548.6926068377","Spike-In CC","false"
"14","B2","40","nCoV","1939501.0","713751.8448290599","Spike-In CC","false"
"14","B2","41","nCoV","2001431.375","775077.3720512821","Spike-In CC","false"
"14","B2","42","nCoV","2033246.25","806287.3992735043","Spike-In CC","false"
"14","B2","43","nCoV","2055674.375","828110.6764957265","Spike-In CC","false"
"14","B2","44","nCoV","2072936.375","844767.8287179486","Spike-In CC","false"
"14","B2","45","nCoV","2090386.0","861612.605940171","Spike-In CC","false"
"14","B2","46","nCoV","2099562.5","870184.2581623932","Spike-In CC","false"
"14","B2","47","nCoV","2110176.5","880193.4103846154","Spike-In CC","false"
"14","B2","48","nCoV","2119117.5","888529.5626068376","Spike-In CC","false"
"14","B2","49","nCoV","2127451.25","896258.4648290598","Spike-In CC","false"
"14","B2","50","nCoV","2137649.25","905851.617051282","Spike-In CC","false"
"15","B3","1","IEC","15746.033203125","270.92531116453006","No Spike-In","false"
"15","B3","2","IEC","15642.15625","155.26132512019265","No Spike-In","false"
"15","B3","3","IEC","15426.1953125","-72.4866452991448","No Spike-In","false"
"15","B3","4","IEC","15557.99609375","47.52710303151777","No Spike-In","false"
"15","B3","5","IEC","15513.619140625","-8.636883012819663","No Spike-In","false"
"15","B3","6","IEC","15483.5400390625","-50.50301749465892","No Spike-In","false"
"15","B3","7","IEC","15510.3876953125","-35.442394163996354","No Spike-In","false"
"15","B3","8","IEC","15639.8427734375","82.22565104166621","No Spike-In","false"
"15","B3","9","IEC","15625.2744140625","55.870258747328776","No Spike-In","false"
"15","B3","10","IEC","15710.126953125","128.93576489049136","No Spike-In","false"
"15","B3","11","IEC","15502.0126953125","-90.96552584134609","No Spike-In","false"
"15","B3","12","IEC","15469.078125","-135.6871290731835","No Spike-In","false"
"15","B3","13","IEC","15564.9814453125","-51.57084168002096","No Spike-In","false"
"15","B3","14","IEC","15835.474609375","207.13528946314162","No Spike-In","false"
"15","B3","15","IEC","15801.2412109375","161.11485810630418","No Spike-In","false"
"15","B3","16","IEC","15601.744140625","-50.169245125535085","No Spike-In","false"
"15","B3","17","IEC","15469.23046875","-194.4699499198725","No Spike-In","false"
"15","B3","18","IEC","15878.3154296875","202.82797809829006","No Spike-In","false"
"15","B3","19","IEC","15699.662109375","12.387624866452615","No Spike-In","false"
"15","B3","20","IEC","15625.689453125","-73.37206430288482","No Spike-In","false"
"15","B3","21","IEC","15674.1845703125","-36.66398003472226","No Spike-In","false"
"15","B3","22","IEC","15583.84375","-138.79183326655968","No Spike-In","false"
"15","B3","23","IEC","15824.5537109375","90.13109475160287","No Spike-In","false"
"15","B3","24","IEC","15517.9013671875","-228.30828191773455","No Spike-In","false"
"15","B3","25","IEC","15671.078125","-86.918557024572","No Spike-In","false"
"15","B3","26","IEC","15725.1123046875","-44.67141025640943","No Spike-In","false"
"15","B3","27","IEC","16067.2666015625","285.6958536992513","No Spike-In","false"
"15","B3","28","IEC","15818.1640625","24.806281717413885","No Spike-In","false"
"15","B3","29","IEC","15808.1865234375","3.0417097355764504","No Spike-In","false"
"15","B3","30","IEC","16244.5107421875","427.578895566239","No Spike-In","false"
"15","B3","31","IEC","16378.271484375","549.5526048344016","No Spike-In","false"
"15","B3","32","IEC","16840.66015625","1000.1542437900641","No Spike-In","false"
"15","B3","33","IEC","17617.783203125","1765.4902577457267","No Spike-In","false"
"15","B3","34","IEC","19750.466796875","3886.3868185763895","No Spike-In","false"
"15","B3","35","IEC","22773.509765625","6897.642754407052","No Spike-In","false"
"15","B3","36","IEC","28499.30078125","12611.646737112715","No Spike-In","false"
"15","B3","37","IEC","37814.12109375","21914.680016693375","No Spike-In","false"
"15","B3","38","IEC","50410.25390625","34499.02579627404","No Spike-In","false"
"15","B3","39","IEC","63048.65234375","47125.637200854704","No Spike-In","false"
"15","B3","40","IEC","73713.046875","57778.244699185365","No Spike-In","false"
"15","B3","41","IEC","83122.0","67175.41079126603","No Spike-In","false"
"15","B3","42","IEC","90868.8828125","74910.50657084669","No Spike-In","false"
"15","B3","43","IEC","97888.578125","81918.41485042735","No Spike-In","false"
"15","B3","44","IEC","103070.1640625","87088.21375500802","No Spike-In","false"
"15","B3","45","IEC","108090.15625","92096.41890958868","No Spike-In","false"
"15","B3","46","IEC","112311.84375","96306.31937666934","No Spike-In","false"
"15","B3","47","IEC","116477.6796875","100460.36828125","No Spike-In","false"
"15","B3","48","IEC","119410.3203125","103381.22187333067","No Spike-In","false"
"15","B3","49","IEC","122188.0078125","106147.12234041133","No Spike-In","false"
"15","B3","50","IEC","124646.8515625","108594.17905749199","No Spike-In","false"
"15","B3","1","nCoV","1143034.875","-11151.276350023234","No Spike-In","false"
"15","B3","2","nCoV","1147410.75","-6962.711147086006","No Spike-In","false"
"15","B3","3","nCoV","1150326.875","-4233.895944149011","No Spike-In","false"
"15","B3","4","nCoV","1148696.125","-6051.955741211782","No Spike-In","false"
"15","B3","5","nCoV","1149139.25","-5796.140538274786","No Spike-In","false"
"15","B3","6","nCoV","1150177.125","-4945.575335337558","No Spike-In","false"
"15","B3","7","nCoV","1152541.0","-2769.010132400562","No Spike-In","false"
"15","B3","8","nCoV","1151248.875","-4248.444929463566","No Spike-In","false"
"15","B3","9","nCoV","1151062.125","-4622.504726526337","No Spike-In","false"
"15","B3","10","nCoV","1154097.625","-1774.3145235893417","No Spike-In","false"
"15","B3","11","nCoV","1155584.75","-474.49932065211294","No Spike-In","false"
"15","B3","12","nCoV","1159798.0","3551.4408822848827","No Spike-In","false"
"15","B3","13","nCoV","1159076.625","2642.7560852221113","No Spike-In","false"
"15","B3","14","nCoV","1158726.125","2104.946288159107","No Spike-In","false"
"15","B3","15","nCoV","1157703.125","894.636491096103","No Spike-In","false"
"15","B3","16","nCoV","1158631.0","1635.2016940333315","No Spike-In","false"
"15","B3","17","nCoV","1159669.75","2486.6418969703273","No Spike-In","false"
"15","B3","18","nCoV","1158777.25","1406.8320999075559","No Spike-In","false"
"15","B3","19","nCoV","1159497.375","1939.6473028445516","No Spike-In","false"
"15","B3","20","nCoV","1159245.375","1500.3375057817802","No Spike-In","false"
"15","B3","21","nCoV","1161695.25","3762.902708718776","No Spike-In","false"
"15","B3","22","nCoV","1161502.625","3382.967911655772","No Spike-In","false"
"15","B3","23","nCoV","1159905.625","1598.6581145930004","No Spike-In","false"
"15","B3","24","nCoV","1161588.25","3093.973317529996","No Spike-In","false"
"15","B3","25","nCoV","1162199.5","3517.9135204672248","No Spike-In","false"
"15","B3","26","nCoV","1161817.125","2948.2287234042205","No Spike-In","false"
"15","B3","27","nCoV","1161494.5","2438.293926341449","No Spike-In","false"
"15","B3","28","nCoV","1162914.0","3670.484129278445","No Spike-In","false"
"15","B3","29","nCoV","1162783.5","3352.6743322154407","No Spike-In","false"
"15","B3","30","nCoV","1162323.875","2705.7395351526693","No Spike-In","false"
"15","B3","31","nCoV","1163519.5","3714.054738089665","No Spike-In","false"
"15","B3","32","nCoV","1162335.0","2342.2449410268937","No Spike-In","false"
"15","B3","33","nCoV","1163537.5","3357.4351439638895","No Spike-In","false"
"15","B3","34","nCoV","1161744.375","1377.000346901118","No Spike-In","false"
"15","B3","35","nCoV","1162703.125","2148.440549838114","No Spike-In","false"
"15","B3","36","nCoV","1162613.0","1871.0057527751096","No Spike-In","false"
"15","B3","37","nCoV","1162444.375","1515.0709557123382","No Spike-In","false"
"15","B3","38","nCoV","1161277.5","160.88615864933408","No Spike-In","false"
"15","B3","39","nCoV","1161002.125","-301.7986384134373","No Spike-In","false"
"15","B3","40","nCoV","1161292.875","-198.35843547644154","No Spike-In","false"
"15","B3","41","nCoV","1160719.0","-959.5432325392129","No Spike-In","false"
"15","B3","42","nCoV","1160045.0","-1820.8530296022172","No Spike-In","false"
"15","B3","43","nCoV","1159060.75","-2992.4128266652215","No Spike-In","false"
"15","B3","44","nCoV","1161515.875","-724.5976237279928","No Spike-In","false"
"15","B3","45","nCoV","1159764.75","-2663.032420790997","No Spike-In","false"
"15","B3","46","nCoV","1158951.875","-3663.2172178537685","No Spike-In","false"
"15","B3","47","nCoV","1156888.5","-5913.902014916773","No Spike-In","false"
"15","B3","48","nCoV","1158747.875","-4241.836811979544","No Spike-In","false"
"15","B3","49","nCoV","1156452.5","-6724.521609042548","No Spike-In","false"
"15","B3","50","nCoV","1157282.625","-6081.706406105553","No Spike-In","false"
"16","B4","1","Endo","79377.328125","-421.57526971725747","Spike-In CC","false"
"16","B4","2","Endo","79617.75","-400.36123511905316","Spike-In CC","false"
"16","B4","3","Endo","79673.1015625","-564.2175130208343","Spike-In CC","false"
"16","B4","4","Endo","80301.59375","-154.93316592261544","Spike-In CC","false"
"16","B4","5","Endo","80801.125","125.39024367558886","Spike-In CC","false"
"16","B4","6","Endo","81198.046875","303.1042782738077","Spike-In CC","false"
"16","B4","7","Endo","81415.609375","301.4589378720266","Spike-In CC","false"
"16","B4","8","Endo","81070.40625","-262.9520275297691","Spike-In CC","false"
"16","B4","9","Endo","81924.8359375","372.26981956844975","Spike-In CC","false"
"16","B4","10","Endo","82159.1015625","387.3276041666686","Spike-In CC","false"
"16","B4","11","Endo","81916.3359375","-74.64586123511253","Spike-In CC","false"
"16","B4","12","Endo","82018.875","-191.31463913690823","Spike-In CC","false"
"16","B4","13","Endo","82703.0","273.60252046131063","Spike-In CC","false"
"16","B4","14","Endo","82477.078125","-171.5271949404705","Spike-In CC","false"
"16","B4","15","Endo","82690.7109375","-177.1022228422662","Spike-In CC","false"
"16","B4","16","Endo","83002.71875","-84.30225074404734","Spike-In CC","false"
"16","B4","17","Endo","83224.0703125","-82.15852864582848","Spike-In CC","false"
"16","B4","18","Endo","83414.0703125","-111.36636904762418","Spike-In CC","false"
"16","B4","19","Endo","84050.6796875","306.0351655505947","Spike-In CC","false"
"16","B4","20","Endo","84948.7578125","984.9054501488135","Spike-In CC","false"
"16","B4","21","Endo","86404.703125","2221.642922247018","Spike-In CC","false"
"16","B4","22","Endo","89627.046875","5224.778831845237","Spike-In CC","false"
"16","B4","23","Endo","95797.0078125","11175.531928943456","Spike-In CC","false"
"16","B4","24","Endo","107485.296875","22644.61315104166","Spike-In CC","false"
"16","B4","25","Endo","128620.21875","43560.32718563988","Spike-In CC","false"
"16","B4","26","Endo","166663.515625","81384.4162202381","Spike-In CC","false"
"16","B4","27","Endo","228216.796875","142718.4896298363","Spike-In CC","false"
"16","B4","28","Endo","312078.25","226360.73491443455","Spike-In CC","false"
"16","B4","29","Endo","403106.0625","317169.33957403275","Spike-In CC","false"
"16","B4","30","Endo","481172.875","395016.94423363096","Spike-In CC","false"
"16","B4","31","Endo","536773.375","450398.23639322916","Spike-In CC","false"
"16","B4","32","Endo","570583.5625","483989.2160528274","Spike-In CC","false"
"16","B4","33","Endo","595551.25","508737.69571242563","Spike-In CC","false"
"16","B4","34","Endo","615456.4375","528423.6753720238","Spike-In CC","false"
"16","B4","35","Endo","633235.375","545983.405031622","Spike-In CC","false"
"16","B4","36","Endo","651753.0625","564281.8846912202","Spike-In CC","false"
"16","B4","37","Endo","668440.875","580750.4893508184","Spike-In CC","false"
"16","B4","38","Endo","685019.8125","597110.2190104167","Spike-In CC","false"
"16","B4","39","Endo","700559.9375","612431.1361700149","Spike-In CC","false"
"16","B4","40","Endo","715268.8125","626920.8033296131","Spike-In CC","false"
"16","B4","41","Endo","728601.4375","640034.2204892113","Spike-In CC","false"
"16","B4","42","Endo","741114.5","652328.0751488096","Spike-In CC","false"
"16","B4","43","Endo","752929.1875","663923.5548084078","Spike-In CC","false"
"16","B4","44","Endo","763454.125","674229.284468006","Spike-In CC","false"
"16","B4","45","Endo","773821.6875","684377.6391276042","Spike-In CC","false"
"16","B4","46","Endo","783312.5625","693649.3062872024","Spike-In CC","false"
"16","B4","47","Endo","791767.5","701885.0359468006","Spike-In CC","false"
"16","B4","48","Endo","800804.3125","710702.6406063988","Spike-In CC","false"
"16","B4","49","Endo","808143.625","717822.745265997","Spike-In CC","false"
"16","B4","50","Endo","815588.625","725048.5374255952","Spike-In CC","false"
"17","B5","1","Endo","133566.859375","-1864.6709558823495","Spike-In CC","false"
"17","B5","2","Endo","134716.4375","-784.005974264699","Spike-In CC","false"
"17","B5","3","Endo","134883.65625","-685.7003676470486","Spike-In CC","false"
"17","B5","4","Endo","135913.140625","274.87086397060193","Spike-In CC","false"
"17","B5","5","Endo","135917.140625","209.9577205882233","Spike-In CC","false"
"17","B5","6","Endo","136613.4375","837.3414522058738","Spike-In CC","false"
"17","B5","7","Endo","136408.328125","563.3189338235243","Spike-In CC","false"
"17","B5","8","Endo","135908.59375","-5.328584558825241","Spike-In CC","false"
"17","B5","9","Endo","135674.125","-308.71047794117476","Spike-In CC","false"
"17","B5","10","Endo","136050.234375","-1.5142463235242758","Spike-In CC","false"
"17","B5","11","Endo","136061.015625","-59.64613970587379","Spike-In CC","false"
"17","B5","12","Endo","135201.640625","-987.9342830882233","Spike-In CC","false"
"17","B5","13","Endo","135909.796875","-348.69117647060193","Spike-In CC","false"
"17","B5","14","Endo","135761.0","-566.4011948529514","Spike-In CC","false"
"17","B5","15","Endo","136658.046875","261.73253676469903","Spike-In CC","false"
"17","B5","16","Endo","136682.5625","217.33501838234952","Spike-In CC","false"
"17","B5","17","Endo","136477.046875","-57.09375","Spike-In CC","false"
"17","B5","18","Endo","136757.984375","154.93060661765048","Spike-In CC","false"
"17","B5","19","Endo","137173.5","501.53308823530097","Spike-In CC","false"
"17","B5","20","Endo","137199.1875","458.30744485295145","Spike-In CC","false"
"17","B5","21","Endo","138513.234375","1703.441176470602","Spike-In CC","false"
"17","B5","22","Endo","141862.0","4983.293658088223","Spike-In CC","false"
"17","B5","23","Endo","148214.453125","11266.833639705874","Spike-In CC","false"
"17","B5","24","Endo","160501.65625","23485.123621323524","Spike-In CC","false"
"17","B5","25","Endo","183641.828125","46556.382352941175","Spike-In CC","false"
"17","B5","26","Endo","224052.234375","86897.87545955883","Spike-In CC","false"
"17","B5","27","Endo","286813.5","149590.22794117648","Spike-In CC","false"
"17","B5","28","Endo","368186.46875","230894.28354779413","Spike-In CC","false"
"17","B5","29","Endo","449649.8125","312288.71415441175","Spike-In CC","false"
"17","B5","30","Endo","515330.4375","377900.4260110294","Spike-In CC","false"
"17","B5","31","Endo","559470.625","421971.70036764705","Spike-In CC","false"
"17","B5","32","Endo","588140.3125","450572.4747242647","Spike-In CC","false"
"17","B5","33","Endo","609790.875","472154.12408088235","Spike-In CC","false"
"17","B5","34","Endo","629335.8125","491630.1484375","Spike-In CC","false"
"17","B5","35","Endo","647160.75","509386.17279411765","Spike-In CC","false"
"17","B5","36","Endo","665237.9375","527394.4471507354","Spike-In CC","false"
"17","B5","37","Endo","682206.4375","544294.034007353","Spike-In CC","false"
"17","B5","38","Endo","697765.0","559783.6833639706","Spike-In CC","false"
"17","B5","39","Endo","712044.5625","573994.3327205882","Spike-In CC","false"
"17","B5","40","Endo","724903.0","586783.8570772058","Spike-In CC","false"
"17","B5","41","Endo","737453.25","599265.1939338236","Spike-In CC","false"
"17","B5","42","Endo","748791.0","610534.0307904412","Spike-In CC","false"
"17","B5","43","Endo","758934.0625","620608.1801470588","Spike-In CC","false"
"17","B5","44","Endo","769192.75","630797.9545036764","Spike-In CC","false"
"17","B5","45","Endo","778351.4375","639887.7288602942","Spike-In CC","false"
"17","B5","46","Endo","786717.125","648184.5032169118","Spike-In CC","false"
"17","B5","47","Endo","794387.8125","655786.2775735294","Spike-In CC","false"
"17","B5","48","Endo","802272.875","663602.426930147","Spike-In CC","false"
"17","B5","49","Endo","808742.1875","670002.8262867648","Spike-In CC","false"
"17","B5","50","Endo","815068.625","676260.3506433824","Spike-In CC","false"
"18","B6","1","Endo","79270.640625","-541.8792239010977","No Spike-In","false"
"18","B6","2","Endo","79449.453125","-566.0130494505461","No Spike-In","false"
"18","B6","3","Endo","79745.078125","-473.3343749999944","No Spike-In","false"
"18","B6","4","Endo","80200.7578125","-220.60101304945732","No Spike-In","false"
"18","B6","5","Endo","81046.9765625","422.6714114010943","No Spike-In","false"
"18","B6","6","Endo","81100.8515625","273.60008585164593","No Spike-In","false"
"18","B6","7","Endo","81078.890625","48.692822802197554","No Spike-In","false"
"18","B6","8","Endo","81264.5","31.35587225274918","No Spike-In","false"
"18","B6","9","Endo","81669.25","233.1595467033008","No Spike-In","false"
"18","B6","10","Endo","81430.609375","-208.42740384614757","No Spike-In","false"
"18","B6","11","Endo","82003.1640625","161.1809581043895","No Spike-In","false"
"18","B6","12","Endo","81843.7578125","-201.17161744505887","No Spike-In","false"
"18","B6","13","Endo","82565.5546875","317.67893200549275","No Spike-In","false"
"18","B6","14","Endo","82221.828125","-228.99395604395562","No Spike-In","false"
"18","B6","15","Endo","82502.0390625","-151.729344093404","No Spike-In","false"
"18","B6","16","Endo","82852.6328125","-4.08191964285237","No Spike-In","false"
"18","B6","17","Endo","82931.375","-128.2860576923153","No Spike-In","false"
"18","B6","18","Endo","83517.5546875","254.94730425823633","No Spike-In","false"
"18","B6","19","Endo","84378.234375","912.6806662087879","No Spike-In","false"
"18","B6","20","Endo","85782.2734375","2113.7734031593395","No Spike-In","false"
"18","B6","21","Endo","88770.8125","4899.366140109892","No Spike-In","false"
"18","B6","22","Endo","93953.9375","9879.544814560442","No Spike-In","false"
"18","B6","23","Endo","104303.5078125","20026.168801510994","No Spike-In","false"
"18","B6","24","Endo","123035.140625","38554.855288461535","No Spike-In","false"
"18","B6","25","Endo","157131.40625","72448.17458791209","No Spike-In","false"
"18","B6","26","Endo","213460.671875","128574.49388736264","No Spike-In","false"
"18","B6","27","Endo","292540.4375","207451.3131868132","No Spike-In","false"
"18","B6","28","Endo","381736.125","296444.05436126376","No Spike-In","false"
"18","B6","29","Endo","460683.53125","375188.5142857143","No Spike-In","false"
"18","B6","30","Endo","518348.75","432650.7867101648","No Spike-In","false"
"18","B6","31","Endo","555220.8125","469319.9028846154","No Spike-In","false"
"18","B6","32","Endo","581084.5625","494980.7065590659","No Spike-In","false"
"18","B6","33","Endo","602657.375","516350.5727335165","No Spike-In","false"
"18","B6","34","Endo","623440.8125","536931.063907967","No Spike-In","false"
"18","B6","35","Endo","643360.8125","556648.1175824176","No Spike-In","false"
"18","B6","36","Endo","662089.9375","575174.296256868","No Spike-In","false"
"18","B6","37","Endo","679669.8125","592551.2249313187","No Spike-In","false"
"18","B6","38","Endo","696655.875","609334.3411057692","No Spike-In","false"
"18","B6","39","Endo","711490.8125","623966.3322802198","No Spike-In","false"
"18","B6","40","Endo","726232.375","638504.9484546703","No Spike-In","false"
"18","B6","41","Endo","739363.5","651433.1271291209","No Spike-In","false"
"18","B6","42","Endo","751099.6875","662966.3683035714","No Spike-In","false"
"18","B6","43","Endo","762203.1875","673866.921978022","No Spike-In","false"
"18","B6","44","Endo","772310.0","683770.7881524725","No Spike-In","false"
"18","B6","45","Endo","781853.875","693111.716826923","No Spike-In","false"
"18","B6","46","Endo","790398.9375","701453.8330013736","No Spike-In","false"
"18","B6","47","Endo","798313.1875","709165.1366758242","No Spike-In","false"
"18","B6","48","Endo","806231.25","716880.2528502747","No Spike-In","false"
"18","B6","49","Endo","813803.5","724249.5565247252","No Spike-In","false"
"18","B6","50","Endo","820963.3125","731206.4226991758","No Spike-In","false"
"20","B8","1","IEC","22065.193359375","-6323.020574733794","PCD 4","false"
"20","B8","2","IEC","21780.06640625","-6066.555767161663","PCD 4","false"
"20","B8","3","IEC","21614.09375","-5690.936662714533","PCD 4","false"
"20","B8","4","IEC","21488.69921875","-5274.739433267402","PCD 4","false"
"20","B8","5","IEC","21328.708984375","-4893.137906945271","PCD 4","false"
"20","B8","6","IEC","21693.55859375","-3986.696536873137","PCD 4","false"
"20","B8","7","IEC","21612.68359375","-3525.9797761760065","PCD 4","false"
"20","B8","8","IEC","21176.572265625","-3420.499343603876","PCD 4","false"
"20","B8","9","IEC","21465.646484375","-2589.833364156745","PCD 4","false"
"20","B8","10","IEC","21300.470703125","-2213.4173847096145","PCD 4","false"
"20","B8","11","IEC","21199.970703125","-1772.325624012484","PCD 4","false"
"20","B8","12","IEC","21410.4609375","-1020.2436289403533","PCD 4","false"
"20","B8","13","IEC","21313.484375","-575.6284307432227","PCD 4","false"
"20","B8","14","IEC","21310.962890625","-36.55815442109201","PCD 4","false"
"20","B8","15","IEC","21404.99609375","599.0668094010423","PCD 4","false"
"20","B8","16","IEC","21310.828125","1046.4906013481693","PCD 4","false"
"20","B8","17","IEC","21166.552734375","1443.8069714203036","PCD 4","false"
"20","B8","18","IEC","21421.0625","2239.908497742431","PCD 4","false"
"20","B8","19","IEC","21483.470703125","2843.908461564565","PCD 4","false"
"20","B8","20","IEC","21527.689453125","3429.718972261696","PCD 4","false"
"20","B8","21","IEC","21396.150390625","3839.7716704588265","PCD 4","false"
"20","B8","22","IEC","21313.708984375","4298.922024905957","PCD 4","false"
"20","B8","23","IEC","21516.068359375","5042.873160603088","PCD 4","false"
"20","B8","24","IEC","21466.123046875","5534.5196088002185","PCD 4","false"
"20","B8","25","IEC","21776.3125","6386.300822622351","PCD 4","false"
"20","B8","26","IEC","21358.388671875","6509.968755194482","PCD 4","false"
"20","B8","27","IEC","21198.45703125","6891.628875266612","PCD 4","false"
"20","B8","28","IEC","21014.193359375","7248.956964088743","PCD 4","false"
"20","B8","29","IEC","20650.32421875","7426.679584160874","PCD 4","false"
"20","B8","30","IEC","19502.306640625","6820.253766733006","PCD 4","false"
"20","B8","31","IEC","17595.05078125","5454.589668055137","PCD 4","false"
"20","B8","32","IEC","15141.1015625","3542.2322100022675","PCD 4","false"
"20","B8","33","IEC","11937.3818359375","880.1042441368979","PCD 4","false"
"20","B8","34","IEC","8766.359375","-1749.3264561034714","PCD 4","false"
"20","B8","35","IEC","6762.56201171875","-3211.5320586875905","PCD 4","false"
"20","B8","36","IEC","4861.11572265625","-4571.38658705296","PCD 4","false"
"20","B8","37","IEC","4513.03515625","-4377.875392762079","PCD 4","false"
"20","B8","38","IEC","3792.654541015625","-4556.66424729932","PCD 4","false"
"20","B8","39","IEC","3515.453369140625","-4292.273658477189","PCD 4","false"
"20","B8","40","IEC","3165.51708984375","-4100.6181770769335","PCD 4","false"
"20","B8","41","IEC","2936.208251953125","-3788.335254270428","PCD 4","false"
"20","B8","42","IEC","2914.833984375","-3268.117761151422","PCD 4","false"
"20","B8","43","IEC","2640.07568359375","-3001.2843012355415","PCD 4","false"
"20","B8","44","IEC","2695.248291015625","-2404.519933116536","PCD 4","false"
"20","B8","45","IEC","2388.424560546875","-2169.751902888155","PCD 4","false"
"20","B8","46","IEC","2173.12451171875","-1843.4601910191498","PCD 4","false"
"20","B8","47","IEC","2013.799560546875","-1461.193381493894","PCD 4","false"
"20","B8","48","IEC","1786.8128662109375","-1146.588315132701","PCD 4","false"
"20","B8","49","IEC","1855.0316162109375","-536.7778044355666","PCD 4","false"
"20","B8","50","IEC","1632.49462890625","-217.72303104312346","PCD 4","false"
"20","B8","1","nCoV","1196140.25","-6591.284956709969","PCD 4","false"
"20","B8","2","nCoV","1202923.75","-880.0583333333711","PCD 4","false"
"20","B8","3","nCoV","1203028.625","-1847.4567099567726","PCD 4","false"
"20","B8","4","nCoV","1205001.25","-947.105086580174","PCD 4","false"
"20","B8","5","nCoV","1208355.625","1334.9965367966574","PCD 4","false"
"20","B8","6","nCoV","1208571.625","478.723160173256","PCD 4","false"
"20","B8","7","nCoV","1208738.25","-426.9252164501454","PCD 4","false"
"20","B8","8","nCoV","1211427.875","1190.4264069264532","PCD 4","false"
"20","B8","9","nCoV","1210917.5","-392.22196969694824","PCD 4","false"
"20","B8","10","nCoV","1213637.875","1255.8796536796503","PCD 4","false"
"20","B8","11","nCoV","1214492.75","1038.481277056249","PCD 4","false"
"20","B8","12","nCoV","1214495.25","-31.29209956715249","PCD 4","false"
"20","B8","13","nCoV","1215641.75","42.93452380944609","PCD 4","false"
"20","B8","14","nCoV","1216851.625","180.53614718604467","PCD 4","false"
"20","B8","15","nCoV","1216325.875","-1417.487229437124","PCD 4","false"
"20","B8","16","nCoV","1218924.625","108.98939393947467","PCD 4","false"
"20","B8","17","nCoV","1220907.75","1019.8410173160732","PCD 4","false"
"20","B8","18","nCoV","1220180.5","-779.6823593073282","PCD 4","false"
"20","B8","19","nCoV","1220709.875","-1322.5807359307296","PCD 4","false"
"20","B8","20","nCoV","1221957.25","-1147.479112554131","PCD 4","false"
"20","B8","21","nCoV","1225813.875","1636.8725108224676","PCD 4","false"
"20","B8","22","nCoV","1225807.875","558.5991341990662","PCD 4","false"
"20","B8","23","nCoV","1225787.5","-534.0492424243353","PCD 4","false"
"20","B8","24","nCoV","1227866.0","472.17738095249615","PCD 4","false"
"20","B8","25","nCoV","1230899.375","2433.2790043290947","PCD 4","false"
"20","B8","26","nCoV","1236600.375","7062.005627705694","PCD 4","false"
"20","B8","27","nCoV","1248124.0","17513.357251082292","PCD 4","false"
"20","B8","28","nCoV","1267542.25","35859.33387445889","PCD 4","false"
"20","B8","29","nCoV","1303451.875","70696.68549783548","PCD 4","false"
"20","B8","30","nCoV","1372370.5","138543.03712121208","PCD 4","false"
"20","B8","31","nCoV","1489990.625","255090.88874458868","PCD 4","false"
"20","B8","32","nCoV","1660738.125","424766.1153679653","PCD 4","false"
"20","B8","33","nCoV","1868552.5","631508.2169913419","PCD 4","false"
"20","B8","34","nCoV","2071896.5","833779.9436147187","PCD 4","false"
"20","B8","35","nCoV","2230233.25","991044.4202380953","PCD 4","false"
"20","B8","36","nCoV","2333327.0","1093065.896861472","PCD 4","false"
"20","B8","37","nCoV","2387963.5","1146630.1234848485","PCD 4","false"
"20","B8","38","nCoV","2420919.75","1178514.1001082251","PCD 4","false"
"20","B8","39","nCoV","2442258.0","1198780.0767316017","PCD 4","false"
"20","B8","40","nCoV","2459790.5","1215240.3033549783","PCD 4","false"
"20","B8","41","nCoV","2474599.25","1228976.779978355","PCD 4","false"
"20","B8","42","nCoV","2486121.75","1239427.0066017315","PCD 4","false"
"20","B8","43","nCoV","2497509.75","1249742.7332251084","PCD 4","false"
"20","B8","44","nCoV","2505725.5","1256886.209848485","PCD 4","false"
"20","B8","45","nCoV","2520433.0","1270521.4364718616","PCD 4","false"
"20","B8","46","nCoV","2528789.25","1277805.4130952382","PCD 4","false"
"20","B8","47","nCoV","2535963.5","1283907.3897186148","PCD 4","false"
"20","B8","48","nCoV","2549086.0","1295957.6163419914","PCD 4","false"
"20","B8","49","nCoV","2552597.25","1298396.592965368","PCD 4","false"
"20","B8","50","nCoV","2560146.75","1304873.8195887445","PCD 4","false"
